head;relation;tail
architects, surveyors, and cartographers;narrowMatch;surveyors, cartographers, and photogrammetrists
life scientists;narrowMatch;medical scientists
engineers;narrowMatch;miscellaneous engineers
life science technicians (excluding medical);narrowMatch;scientific laboratory technician
logging workers;narrowMatch;logging workers, all other
writer;narrowMatch;lyricist
mechanical engineer;narrowMatch;container equipment design engineer
rental service representative;narrowMatch;rental service representative in other machinery, equipment and tangible goods
professional services managers not elsewhere classified;narrowMatch;translation agency manager
numerical clerks;narrowMatch;payroll clerks
social scientists and related workers;narrowMatch;sociologists
miscellaneous communications equipment operators;narrowMatch;communications equipment operators, all other
geologists and geophysicists;narrowMatch;mineralogist
healthcare practitioners and technical occupations;narrowMatch;health technologists and technicians
entertainment attendants and related workers;narrowMatch;ushers, lobby attendants, and ticket takers
ship and aircraft controllers and technicians;narrowMatch;ships’ engineers
fibre preparing, spinning and winding machine operators;narrowMatch;spinning textile technician
electrical engineering technicians;narrowMatch;hydropower technician
mechanical engineer;narrowMatch;marine engineer
metal finishing, plating and coating machine operators;narrowMatch;coating machine operator
legal professionals not elsewhere classified;narrowMatch;mediator
legal professionals not elsewhere classified;narrowMatch;ombudsman
philosophers, historians and political scientists;narrowMatch;philosopher
translators, interpreters and other linguists;narrowMatch;translator
life, physical, and social science occupations;narrowMatch;physical scientists
computer network professionals;narrowMatch;ict network architect
interior designers and decorators;narrowMatch;miniature set designer
business services and administration managers not elsewhere classified;narrowMatch;business service manager
technical and medical sales professionals (excluding ict);narrowMatch;medical sales representative
sweepers and related labourers;narrowMatch;street sweeper
higher education lecturer;narrowMatch;business lecturer
diagnostic related technologists and technicians;narrowMatch;cardiovascular technologists and technicians
credit and loans officers;narrowMatch;credit risk analyst
other office and administrative support workers;narrowMatch;data entry and information processing workers
other health associate professionals;narrowMatch;environmental and occupational health inspectors and associates
medical records and health information technicians;narrowMatch;waiting list coordinator
agricultural, forestry and fishery labourers;narrowMatch;garden and horticultural labourers
specialised seller;narrowMatch;shoe and leather accessories specialised seller
business services and administration managers not elsewhere classified;narrowMatch;quality services manager
religious associate professionals;narrowMatch;monk/nun
other office and administrative support workers;narrowMatch;proofreaders and copy markers
life scientists;narrowMatch;agricultural and food scientists
aquaculture workers;narrowMatch;aquaculture hatchery manager
other healthcare support occupations;narrowMatch;miscellaneous healthcare support occupations
environmental science and geoscience technicians;narrowMatch;geological technicians, except hydrologic technicians
legal, social and cultural professionals;narrowMatch;authors, journalists and linguists
pumping station operators;narrowMatch;wellhead pumpers
recreational therapist;narrowMatch;music therapist
information and record clerks;narrowMatch;interviewers, except eligibility and loan
economist;narrowMatch;economic adviser
science and engineering professionals;narrowMatch;electrotechnology engineers
woodworkers;narrowMatch;furniture finishers
footwear production machine operator;narrowMatch;footwear stitching machine operator
weaving machine operator;narrowMatch;weaving textile technician
assemblers and fabricators;narrowMatch;miscellaneous assemblers and fabricators
biologist;narrowMatch;botanicals specialist
policy officer;narrowMatch;regional development policy officer
healthcare assistant;narrowMatch;nurse assistant
metal, machinery and related trades workers;narrowMatch;blacksmiths, toolmakers and related trades workers
information and communications technology service managers;narrowMatch;ict operations manager
shop manager;narrowMatch;press and stationery shop manager
petroleum and natural gas refining plant operators;narrowMatch;gas processing plant control room operator
first-line supervisors of law enforcement workers;narrowMatch;first-line supervisors of correctional officers
other protective service workers;narrowMatch;private detectives and investigators
mechanical engineers;narrowMatch;fuel cell engineers
environmental protection professionals;narrowMatch;ecologist
business services agents;narrowMatch;employment agents and contractors
social care worker;narrowMatch;disability support worker
skilled agricultural, forestry and fishery workers;narrowMatch;subsistence farmers, fishers, hunters and gatherers
mathematicians, actuaries and statisticians;narrowMatch;statistician
vocational teacher;narrowMatch;electricity and energy vocational teacher
stationary plant and machine operators;narrowMatch;mining and mineral processing plant operators
funeral service workers;narrowMatch;embalmers and crematory operators
social worker;narrowMatch;youth offending team worker
nursing professionals;narrowMatch;nurse responsible for general care
social scientists and related workers;narrowMatch;miscellaneous social scientists and related workers
food and related products machine operators;narrowMatch;liquor grinding mill operator
meteorologists;narrowMatch;meteorologist
specialised seller;narrowMatch;telecommunications equipment specialised seller
visual artists;narrowMatch;sculptor
athletes, coaches, umpires, and related workers;narrowMatch;umpires, referees, and other sports officials
miscellaneous installation, maintenance, and repair workers;narrowMatch;coin, vending, and amusement machine servicers and repairers
travel consultants and clerks;narrowMatch;travel consultant
machinery mechanics and repairers;narrowMatch;motor vehicle mechanics and repairers
management occupations;narrowMatch;advertising, marketing, promotions, public relations, and sales managers
preschool, elementary, middle, secondary, and special education teachers;narrowMatch;preschool and kindergarten teachers
designers;narrowMatch;merchandise displayers and window trimmers
healthcare support occupations;narrowMatch;"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides"
special educational needs teacher;narrowMatch;early years special educational needs teacher
hairdressers, beauticians and related workers;narrowMatch;hairdressers
financial and investment advisers;narrowMatch;business valuer
other production occupations;narrowMatch;furnace, kiln, oven, drier, and kettle operators and tenders
software tester;narrowMatch;digital games tester
specialised goods distribution manager;narrowMatch;china and glassware distribution manager
prepress technician;narrowMatch;scanning operator
other elementary workers;narrowMatch;meter readers and vending-machine collectors
wholesale merchant;narrowMatch;wholesale merchant in pharmaceutical goods
blacksmiths, toolmakers and related trades workers;narrowMatch;metal working machine tool setters and operators
physical and engineering science technicians not elsewhere classified;narrowMatch;food technician
shop manager;narrowMatch;sporting and outdoor accessories shop manager
client information workers;narrowMatch;enquiry clerks
production supervisor;narrowMatch;plastic and rubber products manufacturing supervisor
construction trades workers;narrowMatch;reinforcing iron and rebar workers
financial specialists;narrowMatch;property appraisers and assessors
gambling services workers;narrowMatch;gambling service workers, all other
metal working machine tool setters and operators;narrowMatch;thread rolling machine operator
military enlisted tactical operations and air/weapons specialists and crew members;narrowMatch;armored assault vehicle crew members
fashion and other models;narrowMatch;art model
police officers;narrowMatch;police and sheriffâs patrol officers
electronics mechanics and servicers;narrowMatch;smart home installer
secondary school teacher;narrowMatch;biology teacher secondary school
meteorologist;narrowMatch;climatologist
miscellaneous health technologists and technicians;narrowMatch;orthotists and prosthetists
valuers and loss assessors;narrowMatch;property appraiser
locomotive engine drivers and related workers;narrowMatch;railway brake, signal and switch operators
civil engineering worker;narrowMatch;drainage worker
ambulance workers;narrowMatch;emergency ambulance driver
environmental science and geoscience technicians;narrowMatch;hydrologic technicians
installation, maintenance, and repair occupations;narrowMatch;electrical and electronic equipment mechanics, installers, and repairers
miscellaneous healthcare support occupations;narrowMatch;medical transcriptionists
street and related sales and service workers;narrowMatch;street and related service workers
event manager;narrowMatch;venue director
journalist;narrowMatch;critic
professional services managers not elsewhere classified;narrowMatch;energy manager
air traffic controllers;narrowMatch;flight operations officer
statistical, finance and insurance clerks;narrowMatch;back office specialist
personal service workers;narrowMatch;travel attendants, conductors and guides
application engineer;narrowMatch;logistics engineer
import export specialist;narrowMatch;import export specialist in office machinery and equipment
plant and system operators;narrowMatch;power plant operators, distributors, and dispatchers
commissioned armed forces officers;narrowMatch;fleet commander
drafters;narrowMatch;electrical and electronics drafters
other food preparation and serving related workers;narrowMatch;hosts and hostesses, restaurant, lounge, and coffee shop
engineering professionals (excluding electrotechnology);narrowMatch;civil engineers
pet groomers and animal care workers;narrowMatch;dog breeder
dog trainer;narrowMatch;guide dog instructor
computer and information analysts;narrowMatch;computer systems analysts
web and multimedia developers;narrowMatch;web developer
higher education lecturer;narrowMatch;education studies lecturer
import export specialist;narrowMatch;import export specialist in china and other glassware
glass and ceramics plant operators;narrowMatch;glass polisher
animal care attendant;narrowMatch;zookeeper
shop manager;narrowMatch;floor and wall coverings shop manager
interior designers and decorators;narrowMatch;set builder
administrative and executive secretaries;narrowMatch;scopist
fashion and other models;narrowMatch;fashion model
beauticians and related workers;narrowMatch;make-up artist
sewing machine operators;narrowMatch;sewing machine operator
personnel and careers professionals;narrowMatch;employment and vocational integration consultant
bailiffs, correctional officers, and jailers;narrowMatch;bailiffs
tour and travel guides;narrowMatch;travel guides
miscellaneous production workers;narrowMatch;etchers and engravers
miscellaneous community and social service specialists;narrowMatch;community and social service specialists, all other
cabinet-makers and related workers;narrowMatch;furniture finisher
office and administrative support occupations;narrowMatch;communications equipment operators
electrical and electronic equipment assemblers;narrowMatch;dental instrument assembler
power production plant operator;narrowMatch;hydroelectric plant operator
handicraft workers not elsewhere classified;narrowMatch;candle maker
miscellaneous healthcare diagnosing or treating practitioners;narrowMatch;healthcare diagnosing or treating practitioners, all other
shoemaking and related machine operators;narrowMatch;leather goods machine operator
engineering technologists and technicians, except drafters;narrowMatch;electro-mechanical and mechatronics technologists and technicians
personnel and careers professionals;narrowMatch;labour relations officer
purchasing manager;narrowMatch;leather raw materials purchasing manager
art and design workers;narrowMatch;designers
mining and mineral processing plant operators;narrowMatch;cement, stone and other mineral products machine operators
other sales workers;narrowMatch;service station attendants
psychologist;narrowMatch;health psychologist
farming, forestry and fisheries advisers;narrowMatch;aquaculture recirculation manager
manufacturing facility manager;narrowMatch;water treatment plant manager
interior designers and decorators;narrowMatch;interior designer
marketing consultant;narrowMatch;online marketer
health professionals not elsewhere classified;narrowMatch;specialist chiropractor
food processing workers;narrowMatch;butchers and other meat, poultry, and fish processing workers
engineers;narrowMatch;mining and geological engineers, including mining safety engineers
numerical clerks;narrowMatch;accounting and bookkeeping clerks
wholesale merchant;narrowMatch;wholesale merchant in fish, crustaceans and molluscs
ict operations manager;narrowMatch;software manager
wood processing and papermaking plant operators;narrowMatch;wood processing plant operators
database and network professionals;narrowMatch;computer network professionals
mechanical machinery assemblers;narrowMatch;motorcycle assembler
chemical products plant and machine operators;narrowMatch;coking furnace operator
engineering technologists and technicians, except drafters;narrowMatch;electrical and electronic engineering technologists and technicians
client information workers not elsewhere classified;narrowMatch;hotel concierge
drafter;narrowMatch;electrical drafter
interior designers and decorators;narrowMatch;merchandiser
mechanical engineering technician;narrowMatch;heating, ventilation, air conditioning and refrigeration engineering technician
electronics mechanics and servicers;narrowMatch;atm repair technician
baggage porters, bellhops, and concierges;narrowMatch;concierges
printing workers;narrowMatch;prepress technicians and workers
protective services workers not elsewhere classified;narrowMatch;life guard
entertainment attendants and related workers;narrowMatch;gambling services workers
metal workers and plastic workers;narrowMatch;model makers and patternmakers, metal and plastic
food and related products machine operators;narrowMatch;candy machine operator
mining and construction labourers;narrowMatch;mining and quarrying labourers
performance artist;narrowMatch;stand-up comedian
non-commissioned armed forces officers;narrowMatch;warfare specialist
teaching professionals not elsewhere classified;narrowMatch;e-learning architect
other stationary plant and machine operators;narrowMatch;glass and ceramics plant operators
military officer special and tactical operations leaders;narrowMatch;air crew officers
social workers;narrowMatch;child, family, and school social workers
police and sheriffâs patrol officers;narrowMatch;customs and border protection officers
sales and purchasing agents and brokers;narrowMatch;commercial sales representatives
crane, hoist and related plant operators;narrowMatch;mobile crane operator
supervisors of farming, fishing, and forestry workers;narrowMatch;first-line supervisors of farming, fishing, and forestry workers
specialised seller;narrowMatch;beverages specialised seller
handicraft workers;narrowMatch;sign writers, decorative painters, engravers and etchers
teaching professionals not elsewhere classified;narrowMatch;tutor
personal service managers, all other;narrowMatch;spa managers
garment and related pattern-makers and cutters;narrowMatch;leather goods patternmaker
mechanical engineering technician;narrowMatch;automotive engineering technician
building structure cleaners;narrowMatch;building exterior cleaner
secondary school teacher;narrowMatch;physical education teacher secondary school
blacksmiths, toolmakers and related trades workers;narrowMatch;blacksmiths, hammersmiths and forging press workers
home health and personal care aides;narrowMatch;personal care aides
vehicle and mobile equipment mechanics, installers, and repairers;narrowMatch;small engine mechanics
sales and related occupations;narrowMatch;sales representatives, services
electrical mechanics and fitters;narrowMatch;geothermal technician
stationary plant and machine operators;narrowMatch;other stationary plant and machine operators
miscellaneous food processing workers;narrowMatch;food batchmakers
physical and earth science professionals;narrowMatch;physicists and astronomers
import export specialist;narrowMatch;import export specialist in chemical products
administrative assistant;narrowMatch;international student exchange coordinator
sales and related occupations;narrowMatch;other sales and related workers
tailors, dressmakers, furriers and hatters;narrowMatch;dressmaker
product assembly inspector;narrowMatch;vessel assembly inspector
service station attendants;narrowMatch;fuel station specialised seller
mechanical engineer;narrowMatch;naval architect
chemical and physical science technicians;narrowMatch;soil surveying technician
professional services managers not elsewhere classified;narrowMatch;library manager
therapists;narrowMatch;physical therapists
beauticians and related workers;narrowMatch;personal stylist
plastic products machine operators;narrowMatch;fibreglass machine operator
higher education lecturer;narrowMatch;economics lecturer
engineering professionals not elsewhere classified;narrowMatch;dismantling engineer
painters and related workers;narrowMatch;construction painter
product grader;narrowMatch;lumber grader
systems analysts;narrowMatch;ict system architect
accounting associate professionals;narrowMatch;accounting assistant
aquaculture and fisheries production managers;narrowMatch;aquaculture production manager
heavy truck and bus drivers;narrowMatch;bus and tram drivers
embalmers and crematory operators;narrowMatch;crematory operators
miscellaneous installation, maintenance, and repair workers;narrowMatch;manufactured building and mobile home installers
senior government officials;narrowMatch;diplomat
other management occupations;narrowMatch;personal service managers
financial manager;narrowMatch;bank treasurer
construction trades workers;narrowMatch;electricians
chemical engineers;narrowMatch;chemical engineer
foundry operative;narrowMatch;foundry moulder
childcare workers;narrowMatch;nannies
mechanical machinery assemblers;narrowMatch;mechatronics assembler
miscellaneous legal support workers;narrowMatch;title examiners, abstractors, and searchers
electrical equipment assembler;narrowMatch;wire harness assembler
business services agents not elsewhere classified;narrowMatch;talent agent
industrial machinery installation, repair, and maintenance workers;narrowMatch;refractory materials repairers, except brickmasons
choreographer;narrowMatch;choreologist
botanist;narrowMatch;curator of horticulture
mechanical engineering technician;narrowMatch;aircraft engine tester
food and beverage serving workers;narrowMatch;fast food and counter workers
electronics mechanics and servicers;narrowMatch;vehicle electronics installer
fitness and recreation instructors and program leaders;narrowMatch;horse riding instructor
import export specialist;narrowMatch;import export specialist in perfume and cosmetics
electro-mechanical and mechatronics technologists and technicians;narrowMatch;robotics technicians
life scientists;narrowMatch;miscellaneous life scientists
sales manager;narrowMatch;motor vehicle aftersales manager
shoemaking and related machine operators;narrowMatch;footwear production machine operator
mechanical engineer;narrowMatch;mine mechanical engineer
civil engineer;narrowMatch;rail project engineer
science and engineering associate professionals;narrowMatch;ship and aircraft controllers and technicians
stationary plant and machine operators not elsewhere classified;narrowMatch;edge bander operator
pet groomers and animal care workers;narrowMatch;kennel supervisor
health professionals not elsewhere classified;narrowMatch;medical physics expert
life, physical, and social science occupations;narrowMatch;social scientists and related workers
social worker;narrowMatch;substance misuse worker
environmental engineers;narrowMatch;environmental expert
metal processing plant operators;narrowMatch;spring maker
health professionals;narrowMatch;nursing and midwifery professionals
supervisors of protective service workers;narrowMatch;first-line supervisors of law enforcement workers
agricultural engineer;narrowMatch;agricultural equipment design engineer
business services and administration managers;narrowMatch;policy and planning managers
drafter;narrowMatch;marine engineering drafter
first-line supervisors of sales workers;narrowMatch;first-line supervisors of non-retail sales workers
production supervisor;narrowMatch;electrical equipment production supervisor
earthmoving and related plant operators;narrowMatch;surface mine plant operator
clearing and forwarding agents;narrowMatch;forwarding manager
building and housekeeping supervisors;narrowMatch;building caretakers
policy administration professionals;narrowMatch;political affairs officer
specialised goods distribution manager;narrowMatch;fruit and vegetables distribution manager
regulatory government associate professionals;narrowMatch;regulatory government associate professionals not elsewhere classified
plumbers and pipe fitters;narrowMatch;irrigation technician
cabinet-makers and related workers;narrowMatch;furniture restorer
medical and clinical laboratory technicians;narrowMatch;histology technicians
graphic and multimedia designers;narrowMatch;digital media designer
garden and horticultural labourers;narrowMatch;garden labourer
psychologist;narrowMatch;educational psychologist
sewing, embroidery and related workers;narrowMatch;doll maker
social work and counselling professionals;narrowMatch;social counsellor
sheet and structural metal workers, moulders and welders, and related workers;narrowMatch;structural-metal preparers and erectors
earthmoving and related plant operators;narrowMatch;scraper operator
health associate professionals;narrowMatch;nursing and midwifery associate professionals
specialised goods distribution manager;narrowMatch;flowers and plants distribution manager
specialised seller;narrowMatch;fish and seafood specialised seller
machine tool cutting setters, operators, and tenders, metal and plastic;narrowMatch;drilling and boring machine tool setters, operators, and tenders, metal and plastic
archivists and curators;narrowMatch;cultural visitor services manager
travel consultants and clerks;narrowMatch;tour organiser
professional services managers;narrowMatch;social welfare managers
motor vehicle assembler;narrowMatch;motor vehicle parts assembler
mining managers;narrowMatch;mine manager
information and record clerks;narrowMatch;order clerks
power production plant operator;narrowMatch;power plant control room operator
vehicle and mobile equipment mechanics, installers, and repairers;narrowMatch;automotive technicians and repairers
database and network professionals not elsewhere classified;narrowMatch;knowledge engineer
precision instrument and equipment repairers;narrowMatch;musical instrument repairers and tuners
industrial assembly supervisor;narrowMatch;machinery assembly supervisor
biological scientists;narrowMatch;microbiologists
conference and event planners;narrowMatch;event assistant
radiographer;narrowMatch;diagnostic radiographer
vocational teacher;narrowMatch;design and applied arts vocational teacher
health professionals;narrowMatch;medical doctors
construction general supervisor;narrowMatch;dredging supervisor
textile, fur and leather products machine operators not elsewhere classified;narrowMatch;nonwoven  textile technician
chemical engineer;narrowMatch;pharmaceutical engineer
drafter;narrowMatch;heating, ventilation, air conditioning (and refrigeration) drafter
military specific occupations;narrowMatch;first-line enlisted military supervisors
ships' deck officers and pilots;narrowMatch;deck officer
secondary school teacher;narrowMatch;science teacher secondary school
graphic and multimedia designers;narrowMatch;special effects artist
complementary therapist;narrowMatch;acupuncturist
dental assistants and therapists;narrowMatch;dental chairside assistant
legal and related associate professionals;narrowMatch;court administrative officer
cooks;narrowMatch;cook
carpenters and joiners;narrowMatch;kitchen unit installer
heavy truck and bus drivers;narrowMatch;heavy truck and lorry drivers
railway brake, signal and switch operators;narrowMatch;level crossing signalperson
driver/sales workers and truck drivers;narrowMatch;heavy and tractor-trailer truck drivers
miscellaneous personal appearance workers;narrowMatch;shampooers
heavy truck and lorry drivers;narrowMatch;live animal transporter
regulatory government associate professionals;narrowMatch;government licensing officials
wholesale merchant;narrowMatch;wholesale merchant in watches and jewellery
database and network professionals not elsewhere classified;narrowMatch;chief ict security officer
shop manager;narrowMatch;medical goods shop manager
higher education lecturer;narrowMatch;law lecturer
operations specialties managers;narrowMatch;financial managers
animal trainer;narrowMatch;dog trainer
real estate agent;narrowMatch;real estate investor
legislators and senior officials;narrowMatch;senior officials of special-interest organisations
graphic and multimedia designers;narrowMatch;performance video designer
molders, shapers, and casters, except metal and plastic;narrowMatch;stone cutters and carvers, manufacturing
industrial engineer;narrowMatch;surface engineer
civil engineer;narrowMatch;transport engineer
supervisors of protective service workers;narrowMatch;miscellaneous first-line supervisors, protective service workers
economist;narrowMatch;tax policy analyst
higher education lecturer;narrowMatch;university research assistant
tailors, dressmakers, furriers and hatters;narrowMatch;milliner
construction general supervisor;narrowMatch;demolition supervisor
protective services workers not elsewhere classified;narrowMatch;animal welfare inspector
undertakers and embalmers;narrowMatch;cemetery attendant
grounds maintenance workers;narrowMatch;landscaping and groundskeeping workers
musicians, singers and composers;narrowMatch;répétiteur
stonemasons, stone cutters, splitters and carvers;narrowMatch;stonemason
biological scientists;narrowMatch;zoologists and wildlife biologists
transport clerks;narrowMatch;aircraft cargo operations coordinator
plant and system operators, all other;narrowMatch;biofuels processing technicians
managers, all other;narrowMatch;loss prevention managers
roofers;narrowMatch;roofer
fashion designer;narrowMatch;footwear designer
research and development manager;narrowMatch;research manager
philosophers, historians and political scientists;narrowMatch;historian
electrotechnology engineers;narrowMatch;electronics engineers
anthropologist;narrowMatch;media scientist
social sciences teachers, postsecondary;narrowMatch;sociology teachers, postsecondary
civil engineering technician;narrowMatch;landfill supervisor
legal professionals not elsewhere classified;narrowMatch;election observer
natural sciences managers;narrowMatch;water resource specialists
mine manager;narrowMatch;oil and gas production manager
miners and quarriers;narrowMatch;underground miner
administration professionals;narrowMatch;training and staff development professionals
compliance officers;narrowMatch;regulatory affairs specialists
creative and performing artists;narrowMatch;creative and performing artists not elsewhere classified
cooks and food preparation workers;narrowMatch;food preparation workers
life, physical, and social science occupations;narrowMatch;life scientists
food preparation assistants;narrowMatch;kitchen helpers
other artistic and cultural associate professionals;narrowMatch;pyrotechnician
prosthetist-orthotist;narrowMatch;prosthetic-orthotics technician
computer network professionals;narrowMatch;ict network engineer
quality engineering technician;narrowMatch;footwear quality control laboratory technician
transport clerks;narrowMatch;freight transport dispatcher
decorative painter;narrowMatch;glass painter
health practitioner support technologists and technicians;narrowMatch;surgical technologists
chemical mixer;narrowMatch;tracer powder blender
forest, conservation, and logging workers;narrowMatch;forest and conservation workers
"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides";narrowMatch;nursing assistants, orderlies, and psychiatric aides
veterinarians;narrowMatch;animal physiotherapist
business operations specialists;narrowMatch;miscellaneous business operations specialists
information and communications technology operations and user support technicians;narrowMatch;computer network and systems technicians
dresser;narrowMatch;costume attendant
engineering professionals not elsewhere classified;narrowMatch;application engineer
transportation inspectors;narrowMatch;transportation vehicle, equipment and systems inspectors, except aviation
mathematical science occupations, all other;narrowMatch;bioinformatics technicians
judges, magistrates, and other judicial workers;narrowMatch;judges, magistrate judges, and magistrates
construction general supervisor;narrowMatch;concrete finisher supervisor
athletes and sports players;narrowMatch;professional athlete
life science technicians and related associate professionals;narrowMatch;forestry technicians
freight handlers;narrowMatch;distribution centre dispatcher
wholesale merchant;narrowMatch;wholesale merchant in textiles and textile semi-finished and raw materials
hospitality establishment receptionist;narrowMatch;camping ground operative
administrative and specialised secretaries;narrowMatch;administrative and executive secretaries
blacksmiths, hammersmiths and forging press workers;narrowMatch;mechanical forging press worker
engineering professionals not elsewhere classified;narrowMatch;aviation ground systems engineer
public relations professionals;narrowMatch;public affairs consultant
manufacturing supervisors;narrowMatch;industrial assembly supervisor
shop manager;narrowMatch;second-hand shop manager
carpenters and joiners;narrowMatch;carpenter
database and network administrators and architects;narrowMatch;database architects
assemblers and fabricators;narrowMatch;timing device assemblers and adjusters
specialised seller;narrowMatch;ammunition specialised seller
higher education lecturer;narrowMatch;earth science lecturer
chief data officer;narrowMatch;ict information and knowledge manager
financial analysts and advisors;narrowMatch;personal financial advisors
import export manager;narrowMatch;import export manager in machine tools
carpenters and joiners;narrowMatch;frame maker
diagnostic related technologists and technicians;narrowMatch;medical dosimetrists
technical and medical sales professionals (excluding ict);narrowMatch;technical sales representative
import export specialist;narrowMatch;import export specialist in electronic and telecommunications equipment
vehicle, window, laundry and other hand cleaning workers;narrowMatch;hand launderers and pressers
carpenters and joiners;narrowMatch;door installer
bleaching, dyeing and fabric cleaning machine operators;narrowMatch;finishing textile technician
air traffic controller;narrowMatch;aeronautical information specialist
armed forces occupations;narrowMatch;non-commissioned armed forces officers
teachers’ aides;narrowMatch;special educational needs assistant
security guards and gambling surveillance officers;narrowMatch;security guards
designers;narrowMatch;floral designers
miscellaneous electrical and electronic equipment mechanics, installers, and repairers;narrowMatch;electrical and electronics repairers, powerhouse, substation, and relay
fisheries master;narrowMatch;fisheries boatmaster
software and applications developers and analysts;narrowMatch;software developers
miscellaneous entertainment attendants and related workers;narrowMatch;costume attendants
building cleaning workers;narrowMatch;building cleaning workers, all other
art director;narrowMatch;animation director
metal working machine tool setters and operators;narrowMatch;swaging machine operator
food and related products machine operators;narrowMatch;cacao beans cleaner
other transportation workers;narrowMatch;parking attendants
claims adjusters, appraisers, examiners, and investigators;narrowMatch;insurance appraisers, auto damage
chemist;narrowMatch;cosmetic chemist
health teachers, postsecondary;narrowMatch;nursing instructors and teachers, postsecondary
water transportation workers;narrowMatch;ship and boat captains and operators
policy administration professionals;narrowMatch;parliamentary assistant
philosophers, historians and political scientists;narrowMatch;political scientist
agricultural and industrial machinery mechanics and repairers;narrowMatch;pneumatic systems technician
metal finishing, plating and coating machine operators;narrowMatch;dip tank operator
metal working machine tool setters and operators;narrowMatch;drilling machine operator
biologist;narrowMatch;biomedical scientist advanced
financial trader;narrowMatch;foreign exchange trader
manufacturing manager;narrowMatch;industrial production manager
radiographer;narrowMatch;therapeutic radiographer
information and communications technology installers and servicers;narrowMatch;communication infrastructure maintainer
vocational teacher;narrowMatch;transport technology vocational teacher
welder;narrowMatch;electron beam welder
health technologists and technicians, all other;narrowMatch;neurodiagnostic technologists
elementary occupations;narrowMatch;cleaners and helpers
managing directors and chief executives;narrowMatch;chief executive officer
business services and administration managers not elsewhere classified;narrowMatch;department manager
miscellaneous metal workers and plastic workers;narrowMatch;heat treating equipment setters, operators, and tenders, metal and plastic
metal polishers, wheel grinders and tool sharpeners;narrowMatch;metal polisher
other artistic and cultural associate professionals;narrowMatch;stage manager
specialised seller;narrowMatch;audiology equipment specialised seller
farming, fishing, and forestry occupations;narrowMatch;agricultural workers
actors;narrowMatch;actor/actress
media and communication equipment workers;narrowMatch;miscellaneous media and communication equipment workers
engineering professionals not elsewhere classified;narrowMatch;energy engineer
security guard;narrowMatch;door supervisor
secretaries and administrative assistants;narrowMatch;secretaries and administrative assistants, except legal, medical, and executive
miscellaneous social scientists and related workers;narrowMatch;social scientists and related workers, all other
stationary plant and machine operators not elsewhere classified;narrowMatch;slitter operator
investment adviser;narrowMatch;investment manager
other educational instruction and library occupations;narrowMatch;teaching assistants
musicians, singers, and related workers;narrowMatch;musicians and singers
mining engineers, metallurgists and related professionals;narrowMatch;quarry engineer
building structure cleaners;narrowMatch;asbestos abatement worker
wholesale merchant;narrowMatch;wholesale merchant in machinery, industrial equipment, ships and aircraft
electrical engineer;narrowMatch;electric power generation engineer
chemical mixer;narrowMatch;pesticide mixer
agricultural technician;narrowMatch;viticulture adviser
policy officer;narrowMatch;immigration policy officer
industrial assembly supervisor;narrowMatch;footwear assembly supervisor
mining and mineral processing plant operators;narrowMatch;mineral and stone processing plant operators
administrative and specialised secretaries;narrowMatch;office supervisors
software and web developers, programmers, and testers;narrowMatch;software developers
grounds maintenance workers;narrowMatch;tree trimmers and pruners
mobile farm and forestry plant operators;narrowMatch;land-based machinery supervisor
medical and dental prosthetic technicians;narrowMatch;prosthetist-orthotist
chemical products plant and machine operators;narrowMatch;capsule filling machine operator
facilities managers;narrowMatch;security managers
physical and engineering science technicians not elsewhere classified;narrowMatch;tanning technician
food processing workers;narrowMatch;bakers
other teaching professionals;narrowMatch;education methods specialists
industrial production managers;narrowMatch;quality control systems managers
electrical engineering technicians;narrowMatch;electrical engineering technician
weaving and knitting machine operators;narrowMatch;weaving machine operator
physical and engineering science technicians not elsewhere classified;narrowMatch;quality engineering technician
cook;narrowMatch;grill cook
legal professionals not elsewhere classified;narrowMatch;human rights officer
garment and related pattern-makers and cutters;narrowMatch;clothing product grader
floor layers and tile setters;narrowMatch;hardwood floor layer
landscape architects;narrowMatch;landscape architect
physical and engineering science technicians;narrowMatch;electronics engineering technicians
jeweller;narrowMatch;precious stone setter
veterinarians;narrowMatch;specialised veterinarian
material recording, scheduling, dispatching, and distributing workers;narrowMatch;meter readers, utilities
other office and administrative support workers;narrowMatch;statistical assistants
food and related products machine operators;narrowMatch;extract mixer tester
other artistic and cultural associate professionals;narrowMatch;broadcasting programme director
data entry clerks;narrowMatch;data entry clerk
social worker;narrowMatch;enterprise development worker
helpers, construction trades;narrowMatch;helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters
health technologists and technicians, all other;narrowMatch;patient representatives
business operations specialists;narrowMatch;training and development specialists
food and related products machine operators;narrowMatch;cider fermentation operator
other installation, maintenance, and repair occupations;narrowMatch;precision instrument and equipment repairers
bartenders;narrowMatch;bartender
arts, communications, history, and humanities teachers, postsecondary;narrowMatch;history teachers, postsecondary
social worker;narrowMatch;community development social worker
medical records clerk;narrowMatch;clinical coder
surgeons;narrowMatch;ophthalmologists, except pediatric
regulatory government associate professionals;narrowMatch;customs and border inspectors
application engineer;narrowMatch;calculation engineer
industrial assembly supervisor;narrowMatch;rolling stock assembly supervisor
kitchen helpers;narrowMatch;kitchen assistant
