head;relation;tail
pneumothorax;exactmatch;pneumothorax
kmt2a-enl fusion protein expression;exactmatch;kmt2a-enl fusion protein expression
skin photosensitivity;exactmatch;photosensitivity
ganglioglioma;exactmatch;ganglioglioma
"t(8;22)(p11;q11)";exactmatch;"t(8;22)(p11;q11)"
bcr-fgfr1 fusion protein expression;exactmatch;bcr-fgfr1 fusion protein expression
"t(4;22)(q12;q11)";exactmatch;"t(4;22)(q12;q11)"
bcr-pdgfralpha fusion protein expression;exactmatch;bcr-pdgfra fusion protein expression
olfactory neuroblastoma;exactmatch;esthesioneuroblastoma
ganglioneuroblastoma;exactmatch;ganglioneuroblastoma, malignant
intestinal mass;exactmatch;intestinal mass
gain of chromosome 14;exactmatch;gain of chromosome 14
central neurocytoma;exactmatch;central neurocytoma
arachnoiditis;exactmatch;arachnoiditis
squamous cell neoplasm;exactmatch;epidermoid cell neoplasm
inverted papilloma;exactmatch;inverted papilloma
constipation;exactmatch;constipation
cough;exactmatch;cough
sex cord-stromal tumor;exactmatch;sex cord-stromal neoplasm
subependymoma;exactmatch;subependymoma, benign
gliosarcoma;exactmatch;glioblastoma with a sarcomatous component
plexiform neurofibroma;exactmatch;plexiform neurofibroma
hypocalcemia;exactmatch;hypocalcemia
hypophosphatemia;exactmatch;hypophosphatemia
ileus;exactmatch;ileus
malignant peripheral nerve sheath tumor;exactmatch;mpnst
angiofibroma;exactmatch;angiofibroma, benign
palpitation;exactmatch;palpitation
epithelioid hemangioendothelioma;exactmatch;epithelioid angioendothelioma
phlebitis;exactmatch;phlebitis
type ii achondrogenesis;exactmatch;achondrogenesis, type ii
aids-related plasmablastic lymphoma of mucosa site;exactmatch;aids-related plasmablastic lymphoma of mucosa site
digestive system non-hodgkin lymphoma;exactmatch;digestive system non-hodgkin lymphoma
digestive system lymphoma;exactmatch;digestive system lymphoma
immature peripheral gamma/delta cell of cytotoxic type;exactmatch;immature peripheral gamma/delta cell of cytotoxic type
immature peripheral alpha/beta cell of cytotoxic type;exactmatch;immature peripheral alpha/beta cell of cytotoxic type
unfavorable clinical outcome;exactmatch;unfavorable clinical outcome
thymic b-lymphocyte;exactmatch;thymic b-lymphocyte
peripheral b-lymphocyte;exactmatch;peripheral b-lymphocyte
intraepithelial t-lymphocyte;exactmatch;intraepithelial t-lymphocyte
peripheral b-lymphocyte of inner mantle zone;exactmatch;peripheral b-lymphocyte of inner mantle zone
activated b-lymphocyte;exactmatch;activated b-lymphocyte
postgerminal center marginal zone b-lymphocyte;exactmatch;postgerminal center marginal zone b-lymphocyte
germinal center b-lymphocyte;exactmatch;germinal center b-lymphocyte
interdigitating dendritic cell;exactmatch;interdigitating cell
naive pregerminal center b-lymphocyte;exactmatch;naive b cell
postgerminal center memory b-lymphocyte;exactmatch;postgerminal center memory b-lymphocyte
ataxic gait;exactmatch;ataxic gait
postgerminal center b-lymphocyte;exactmatch;postgerminal center b-lymphocyte
postgerminal center b-lymphocyte of unknown differentiation stage;exactmatch;postgerminal center b-lymphocyte of unknown differentiation stage
pancreatic intraductal papillary-mucinous neoplasm;exactmatch;ipmn
msn-alk fusion protein expression;exactmatch;msn-alk fusion protein expression
del(4)(q12);exactmatch;del(4)(q12)
infertility;exactmatch;fertility disorders
runx1 gene mutation;exactmatch;aml1 mutation
neurological signs and symptoms;exactmatch;neurological signs and symptoms
cebpa gene mutation;exactmatch;c/ebpalpha mutation
"del(7)(q11;q36)";exactmatch;"del(7)(q11;q36)"
del(20)(q11);exactmatch;del(20)(q11)
kmt2a-af10 fusion protein expression;exactmatch;kmt2a-af10 fusion protein expression
mllt3-kmt2a fusion protein expression;exactmatch;mll-af9 fusion protein expression
immature t-lymphocyte;exactmatch;immature t-lymphocyte
mature cytotoxic t-lymphocyte;exactmatch;mature cytotoxic t-lymphocyte
peripheral epidermotropic t-lymphocyte;exactmatch;peripheral epidermotropic t-lymphocyte
primary amyloidosis;exactmatch;al amyloidosis
digestive system hodgkin lymphoma;exactmatch;digestive system hodgkin lymphoma
male reproductive system precancerous condition;exactmatch;male reproductive system precancerous condition
bcl-6 messenger rna overexpression;exactmatch;bcl-6 messenger rna overexpression
cerebrooculofacioskeletal syndrome;exactmatch;cerebro-oculo-facio-skeletal syndrome
pkcbeta1 messenger rna overexpression;exactmatch;pkcbeta1 messenger rna overexpression
cyclin d2 messenger rna overexpression;exactmatch;ccnd2 mrna overexpression
bcl2 gene mrna overexpression;exactmatch;bcl-2 messenger rna overexpression
irf4/mum1 messenger rna overexpression;exactmatch;irf4 gene mrna overexpression
cd44 messenger rna overexpression;exactmatch;cd44 messenger rna overexpression
bcl2 gene translocation;exactmatch;b-cell cll-lymphoma 2 gene translocation
secondary amyloidosis;exactmatch;secondary amyloidosis
alk gene;exactmatch;alk
cyclic neutropenia;exactmatch;ch
marginal zone b-lymphocyte of nodal type;exactmatch;marginal zone b-lymphocyte of nodal type
hemangiomatosis with thrombocytopenia;exactmatch;hemangioma-hemorrhage syndrome
x-linked agammaglobulinemia;exactmatch;bruton's sex-linked agammaglobulinemia
lesion;exactmatch;gross lesion
pseudolymphoma;exactmatch;pseudolymphoma
juvenile polyp;exactmatch;juvenile polyp
nodular fasciitis;exactmatch;nodular fasciitis
combined hepatocellular carcinoma and cholangiocarcinoma;exactmatch;carcinoma of liver and intrahepatic biliary tract
benign synovial neoplasm;exactmatch;benign neoplasm of synovium
chondromyxoid fibroma;exactmatch;chondromyxoid fibroma
gnaq gene;exactmatch;g protein subunit alpha q gene
gnas gene;exactmatch;gnas
malaise;exactmatch;malaise
benign axillary neoplasm;exactmatch;benign axillary neoplasm
atypical small acinar proliferation of the prostate gland;exactmatch;asap
axillary neoplasm;exactmatch;axillary neoplasm
chronic lymphocytic leukemia;exactmatch;b cell cll
acute lymphoblastic leukemia;exactmatch;all
childhood acute lymphoblastic leukemia;exactmatch;acute lymphoblastic leukemia (all)
mast cell leukemia;exactmatch;mast cell leukemia
acute megakaryoblastic leukemia;exactmatch;amkl
acute myeloid leukemia;exactmatch;aml
myeloid leukemia;exactmatch;leukemia, granulocytic, malignant
chronic myelogenous leukemia, bcr-abl1 positive;exactmatch;bcr-abl positive chronic myelogenous leukemia
philadelphia-negative myelogenous leukemia;exactmatch;philadelphia-negative myelogenous leukemia
philadelphia-positive myelogenous leukemia;exactmatch;ph1-positive granulocytic leukemia
chronic myelomonocytic leukemia;exactmatch;cmml
chronic neutrophilic leukemia;exactmatch;chronic neutrophilic leukemia
plasma cell leukemia;exactmatch;leukemia plasmacytic
prolymphocytic leukemia;exactmatch;pll
acute promyelocytic leukemia with pml-rara;exactmatch;"aml with t(15;17)(q22;q12)"
t acute lymphoblastic leukemia;exactmatch;acute t cell leukemia
adult t-cell leukemia/lymphoma;exactmatch;atll
leukoplakia;exactmatch;keratotic plaque
oral leukoplakia;exactmatch;leukokeratosis of oral mucosa
leydig cell tumor;exactmatch;interstitial cell neoplasm
lichen planus;exactmatch;lichen planus
linitis plastica;exactmatch;linitis plastica
lip neoplasm;exactmatch;lip neoplasm
lipoma;exactmatch;lipoma, benign
lipomatosis;exactmatch;launois-bensaude syndrome
liposarcoma;exactmatch;liposarcoma, malignant
liver and intrahepatic bile duct disorder;exactmatch;hepatic disorder
breast lump;exactmatch;breast lump
acute basophilic leukemia;exactmatch;acute basophilic leukemia
leukemia;exactmatch;blood (leukemia)
chronic obstructive pulmonary disease;exactmatch;cold
letterer-siwe disease;exactmatch;acute disseminated langerhans cell histiocytosis
hypothalamic neoplasm;exactmatch;hypothalamic neoplasm
ileal neoplasm;exactmatch;ileal neoplasm
immunodeficiency syndrome;exactmatch;immuno-deficiency
alpha heavy chain disease;exactmatch;alpha heavy chain disease
impotence;exactmatch;erectile dysfunction
epidermal inclusion cyst;exactmatch;epidermal cyst
inflammation;exactmatch;inflammation
inflammatory bowel disease;exactmatch;autoimmune bowel disorder
infratentorial neoplasm;exactmatch;brain neoplasms, infratentorial
pancreatic insulin-producing neuroendocrine tumor;exactmatch;beta cell tumor
intestinal neoplasm;exactmatch;intestinal neoplasm
iris neoplasm;exactmatch;iris neoplasm
jaundice;exactmatch;jaundice
hyperimmunoglobulin e syndrome;exactmatch;hyperimmunoglobulin e syndrome
keloid;exactmatch;keloid
keratoacanthoma;exactmatch;keratoacanthoma
actinic (solar) keratosis;exactmatch;actinic (solar) keratosis
kidney disorder;exactmatch;kidney disease
kidney neoplasm;exactmatch;kidney neoplasm
penile leukoplakia;exactmatch;kraurosis penis
krukenberg tumor;exactmatch;krukenberg neoplasm
lactose intolerance;exactmatch;lactose intolerance
lambert eaton myasthenic syndrome;exactmatch;lambert eaton myasthenic syndrome
laryngeal neoplasm;exactmatch;laryngeal neoplasm
leiomyoma;exactmatch;fibroid
leiomyosarcoma;exactmatch;leiomyosarcoma, malignant
lentigo;exactmatch;lentiginosis
lung disorder;exactmatch;disorder of lung
lung neoplasm;exactmatch;lung neoplasm
disseminated intravascular coagulation;exactmatch;coagulation (dic), disseminated intravascular
diffuse cutaneous mastocytosis;exactmatch;diffuse cutaneous mastocytosis
base of the brain;exactmatch;base of brain
basophilic cell;exactmatch;basophilic cell
beta cell;exactmatch;beta cell
mediastinal cyst;exactmatch;cyst of mediastinum
bladder mucosa;exactmatch;bladder mucosa
bladder tissue;exactmatch;bladder tissue
mediastinal neoplasm;exactmatch;mediastinal neoplasm
bladder urothelial cell;exactmatch;bladder transitional cell
bladder urothelium;exactmatch;bladder transitional cell epithelium
blood capillary;exactmatch;blood capillary
blood vessel tissue;exactmatch;blood vessel tissue
medulloblastoma;exactmatch;medulloblastoma, malignant
body part;exactmatch;body part
bone of the extremity;exactmatch;bone of extremity
bone surface;exactmatch;bone surface
meigs syndrome;exactmatch;meigs syndrome
bronchial epithelium;exactmatch;bronchial epithelium
bronchial tree;exactmatch;bronchial tree
bronchus-associated lymphoid tissue;exactmatch;balt
melanoma;exactmatch;melanoma, malignant
multiple endocrine neoplasia type 1;exactmatch;mea type 1
canal of hering;exactmatch;canal of hering
multiple endocrine neoplasia type 2a;exactmatch;mea type 2a
cartilaginous tissue;exactmatch;cartilage
multiple endocrine neoplasia type 2b;exactmatch;men 2b
cell of the epidermis;exactmatch;cell of the epidermis
meningeal neoplasm;exactmatch;meningeal neoplasm
maxillary sinus neoplasm;exactmatch;maxillary antrum neoplasm
axon;exactmatch;axon
systemic lupus erythematosus;exactmatch;sle
axial skeleton;exactmatch;axial skeleton
acquired progressive lymphangioma;exactmatch;acquired progressive lymphangioma
lymphangioleiomyoma;exactmatch;lymphangioleiomyoma
accessory nerve;exactmatch;accessory nerve
acidophilic cell;exactmatch;acidophilic cell
acinar salivary gland system;exactmatch;acinar salivary gland system
activated lymphocyte;exactmatch;activated lymphocyte
lymphangiosarcoma;exactmatch;lymphangiosarcoma, malignant
adrenal gland tissue;exactmatch;adrenal gland tissue
alpha cell;exactmatch;alpha cell
alveolar cell;exactmatch;alveolar cell
anal gland;exactmatch;anal gland
lymphedema;exactmatch;lymphedema
anal transitional zone;exactmatch;anal transitional zone
lymphoma;exactmatch;lymphoma, malignant
follicular lymphoma;exactmatch;follicle center lymphoma
anterior cranial fossa;exactmatch;anterior cranial fossa
non-hodgkin lymphoma;exactmatch;nhl
lymphoplasmacytic lymphoma;exactmatch;immunocytoma, lymphoplasmacytic type
apex of the lung;exactmatch;apex of lung
maffucci syndrome;exactmatch;chondrodysplasia with hemangioma
apocrine sweat gland;exactmatch;apocrine sweat gland
aponeurosis;exactmatch;aponeurosis
arachnoid membrane;exactmatch;arachnoid membrane
malabsorption syndrome;exactmatch;malabsorption
carcinoid syndrome;exactmatch;carcinoid syndrome
malignant retinal neoplasm;exactmatch;malignant neoplasm of retina
benign mastocytoma;exactmatch;benign mastocytoma
hypopharyngeal neoplasm;exactmatch;hypopharyngeal neoplasm
hypoglycemia;exactmatch;blood glucose, low
breast hypertrophy;exactmatch;breast hypertrophy
ependymoma;exactmatch;ependymoma
seizure disorder;exactmatch;epilepsy
generalized epilepsy;exactmatch;generalized epilepsy
grand mal epilepsy;exactmatch;grand mal epilepsy
erythema multiforme;exactmatch;erythema multiforme
erythroplakia;exactmatch;erythroplakia
esophageal disorder;exactmatch;esophageal disorder
esophageal neoplasm;exactmatch;esophageal neoplasm
exostosis;exactmatch;exostosis
eye neoplasm;exactmatch;eye neoplasm
eyelid neoplasm;exactmatch;eyelid neoplasm
fallopian tube neoplasm;exactmatch;fallopian tube neoplasm
familial atypical multiple mole;exactmatch;familial atypical multiple mole
fanconi syndrome;exactmatch;de toni-debre-fanconi syndrome
fatigue;exactmatch;fatigue
chronic fatigue syndrome;exactmatch;chronic fatigue syndrome
fever;exactmatch;fever
breast fibrocystic change;exactmatch;breast fibrocystic change
fibrodysplasia ossificans progressiva;exactmatch;fibrodysplasia ossificans progressiva
fibroma;exactmatch;fibroma, benign
fibromatosis;exactmatch;fibromatosis
fibrosarcoma;exactmatch;fibrosarcoma, malignant
fibrosis;exactmatch;fibrosis
fistula;exactmatch;fistula
fracture;exactmatch;bone fracture
pathologic fracture;exactmatch;pathologic fracture
gallbladder neoplasm;exactmatch;gallbladder neoplasm
ganglioneuroma;exactmatch;ganglioneuroma, benign
epidural spinal canal neoplasm;exactmatch;epidural neoplasm
phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform;exactmatch;ec 2.7.1.153
hypertrophy;exactmatch;hypertrophy
platelet-derived growth factor receptor beta;exactmatch;beta platelet-derived growth factor receptor
dumping syndrome;exactmatch;dumping syndrome
col1a1 gene;exactmatch;col1a1
duodenal neoplasm;exactmatch;duodenal neoplasm
myh11 gene;exactmatch;myh11
dysgerminoma;exactmatch;dysgerminoma, malignant
dyspareunia;exactmatch;dyspareunia
dyspnea;exactmatch;breathing difficulties
dysuria;exactmatch;dysuria
ear neoplasm;exactmatch;ear neoplasm
eczema;exactmatch;atopic dermatitis
edema;exactmatch;edema
translation process;exactmatch;genetic translation
effusion;exactmatch;effusion
enchondroma;exactmatch;central chondroma
intermediate filament gene;exactmatch;intermediate filament gene
enchondromatosis;exactmatch;dyschondroplasia
muscle contraction;exactmatch;contractile
endocrine system disorder;exactmatch;disorder of endocrine system
basal transcription factor gene;exactmatch;basal transcription factor gene
endocrine neoplasm;exactmatch;endocrine neoplasm
yolk sac tumor;exactmatch;endodermal sinus neoplasm
endometrial neoplasm;exactmatch;endometrial neoplasm
endometrial hyperplasia;exactmatch;endometrial hyperplasia
endometriosis;exactmatch;endometriosis
eosinophilia;exactmatch;eosinophilia
eosinophilic granuloma;exactmatch;chronic unifocal langerhans cell histiocytosis
platelet-derived growth factor receptor alpha;exactmatch;alpha platelet-derived growth factor receptor
gastrin-producing neuroendocrine tumor;exactmatch;g cell tumor
digestive system neoplasm;exactmatch;digestive neoplasm
female reproductive system neoplasm;exactmatch;female reproductive system neoplasm
male reproductive system neoplasm;exactmatch;male reproductive system neoplasm
angiosarcoma;exactmatch;angiosarcoma
hematuria;exactmatch;hematuria
hemoglobinopathy;exactmatch;hemoglobinopathies / iron metabolism
hemophilia;exactmatch;hemophilia
hemoptysis;exactmatch;coughing up blood
hepatitis;exactmatch;hepatitis
hepatitis a infection;exactmatch;hepatitis a
hepatitis b infection;exactmatch;hepatitis b
hepatitis c infection;exactmatch;hepatitis c
hepatocellular carcinoma;exactmatch;carcinoma, hepatocellular, malignant
hepatomegaly;exactmatch;hepatomegaly
genetic disorder;exactmatch;genetic condition
von hippel-lindau syndrome;exactmatch;cerebroretinal angiomatosis
histiocytosis;exactmatch;histiocytic infiltrate
langerhans cell histiocytosis;exactmatch;histiocytosis x
hiv infection;exactmatch;hiv infection
hydatidiform mole;exactmatch;hydatid mole
hydrocephalus;exactmatch;hydrocephalus
hypercalcemia;exactmatch;hypercalcemia
hyperplasia;exactmatch;hyperplasia
hypersensitivity;exactmatch;allergic reaction
type iv hypersensitivity;exactmatch;dth
type i hypersensitivity;exactmatch;immediate hypersensitivity
hypertension;exactmatch;blood pressure, high
portal hypertension;exactmatch;portal hypertension
hypertensive crisis;exactmatch;hypertensive crisis
hyperthyroidism;exactmatch;hyperthyroidism
hemangiopericytoma;exactmatch;hemangiopericytoma
cavernous hemangioma;exactmatch;cavernoma
hemangioma;exactmatch;angioma
granulosa cell tumor;exactmatch;granulosa cell neoplasm
giant cell tumor;exactmatch;giant cell tumor
castleman disease;exactmatch;aflh
gingival neoplasm;exactmatch;gingival neoplasm
glioblastoma;exactmatch;gbm
glioma;exactmatch;glial neoplasm
glomus tumor;exactmatch;glomus neoplasm
jugulotympanic paraganglioma;exactmatch;glomus jugulare neoplasm
pancreatic glucagon-producing neuroendocrine tumor;exactmatch;alpha cell tumor
graft versus host disease;exactmatch;gvhd
granuloma;exactmatch;granuloma
granuloma inguinale;exactmatch;granuloma inguinale
biological agent;exactmatch;biologic
graves disease;exactmatch;basedow disease
hemangioendothelioma;exactmatch;angioendothelioma
ovarian gynandroblastoma;exactmatch;gynandroblastoma
gynecomastia;exactmatch;gynecomastia
hairy nevus;exactmatch;hair nevus
hamartoma;exactmatch;hamartoma
cowden syndrome;exactmatch;cowden disease
head and neck neoplasm;exactmatch;head and neck neoplasm
hearing disorder;exactmatch;hearing disorder
heart disorder;exactmatch;heart disease
congestive heart failure;exactmatch;chf
heart neoplasm;exactmatch;cardiac neoplasm
heavy chain disease;exactmatch;hcd
gamma heavy chain disease;exactmatch;franklin disease
cerebral sulcus;exactmatch;cerebral sulcus
ceruminous gland;exactmatch;ceruminous gland
meningioma;exactmatch;meningioma
mesothelial cell;exactmatch;mesothelial cell
paraneoplastic syndrome;exactmatch;paraneoplastic syndrome
middle cranial fossa;exactmatch;middle cranial fossa
parapsoriasis;exactmatch;parapsoriasis
minor salivary gland;exactmatch;minor salivary gland
parathyroid gland neoplasm;exactmatch;neoplasm of parathyroid
parotid gland neoplasm;exactmatch;neoplasm of parotid
mucous salivary gland;exactmatch;gland, salivary, mucous
myoepithelial cell;exactmatch;basket cell
myofibroblast;exactmatch;myofibroblast
penile fibromatosis;exactmatch;penile fibromatosis
nasolacrimal duct;exactmatch;duct, nasolacrimal
neck muscle;exactmatch;neck muscle
neural retina;exactmatch;neural retina
penile neoplasm;exactmatch;neoplasm of penis
nonmembranous cytoplasmic organelle;exactmatch;nonmembranous cytoplasmic organelle
peptic ulcer;exactmatch;peptic ulcer
pericardial effusion;exactmatch;fluid, pericardial
olfactory mucosa;exactmatch;mucosa, nasal
olfactory sulcus;exactmatch;olfactory sulcus
omentum;exactmatch;omentum
peripheral nervous system neoplasm;exactmatch;cns-excluded nervous sys. cancer
peritoneal neoplasm;exactmatch;peritoneal neoplasm
organ of special sense;exactmatch;organ of special sense
peutz-jeghers syndrome;exactmatch;jeghers-peutz syndrome
ovarian cortex;exactmatch;ovarian cortex
ovarian tissue;exactmatch;human ovarian tissue
pharyngeal neoplasm;exactmatch;neoplasm of pharynx
mesothelium;exactmatch;mesothelium
mesentery;exactmatch;mesentery
infectious otitis externa;exactmatch;external ear infection
paralysis;exactmatch;paralysis
long bone;exactmatch;long bone
paget disease of the nipple;exactmatch;nipple paget's disease
lower gastrointestinal tract;exactmatch;gastrointestinal tract, lower
lumbar nerve;exactmatch;lumbar nerve
extramammary paget disease;exactmatch;cutaneous paget's disease
lung tissue;exactmatch;lung parenchyma
lymph node by anatomic site;exactmatch;lymph node by anatomic site
lymph node cortex;exactmatch;lymph node cortex
pain;exactmatch;pain
lymph node tissue;exactmatch;lymph node tissue
lymphatic vessel;exactmatch;lymphatic vessel
lymphoid follicle;exactmatch;lymphoid follicle
male breast;exactmatch;male breast
pancreatic neoplasm;exactmatch;neoplasm of pancreas
male urethra;exactmatch;male urethra
mantle zone;exactmatch;mantle zone
marginal zone of the lymph node;exactmatch;marginal zone of lymph node
mature b-lymphocyte;exactmatch;mature b-cell
pancreatitis;exactmatch;pancreatitis
mature t-lymphocyte;exactmatch;mature t-cell
papilledema;exactmatch;papilledema
membrane of the brain or spinal cord;exactmatch;membrane of the brain or spinal cord
paraganglioma;exactmatch;neoplasm of paraganglion
membranous cytoplasmic organelle;exactmatch;membrane-limited cytoplasmic organelle
extra-adrenal paraganglioma;exactmatch;extra-adrenal paraganglioma
meningeal layer of the dura mater;exactmatch;meningeal layer of the dura mater
meningothelial cell;exactmatch;arachnoidal cell
palmar region;exactmatch;palm
adrenal gland pheochromocytoma;exactmatch;adrenal gland chromaffin paraganglioma
c-cell;exactmatch;c cell
skin discoloration;exactmatch;discoloration of skin
psoriasis;exactmatch;psoriasis
renal tissue;exactmatch;renal tissue
rete testis;exactmatch;rete testis
sexual dysfunction;exactmatch;sexual dysfunction
right inguinal region;exactmatch;right iliac region
pulmonary emphysema;exactmatch;emphysema
right lumbar region;exactmatch;right lumbar region
radiation-induced dermatitis;exactmatch;dermatitis radiation
rectal neoplasm;exactmatch;neoplasm of rectum
sacrum;exactmatch;s spine
salivary gland tissue;exactmatch;salivary gland tissue
rectal polyp;exactmatch;polyp of rectum
sebaceous gland;exactmatch;gland, sebaceous
second portion of the duodenum;exactmatch;descending portion of duodenum
acute respiratory distress syndrome;exactmatch;ards
sensory-somatic nervous system;exactmatch;sensory-somatic nervous system
serous salivary gland;exactmatch;gland, salivary, serous
respiratory syncytial virus infection;exactmatch;respiratory syncytial virus infection
sheath of schwann;exactmatch;neurilemma
respiratory tract neoplasm;exactmatch;neoplasm of respiratory tract
simple columnar epithelium;exactmatch;simple columnar epithelium
simple cuboidal epithelium;exactmatch;simple cuboidal epithelium
simple epithelium;exactmatch;simple epithelium
sinus;exactmatch;sinus
solitary reticulohistiocytoma;exactmatch;reticulohistiocytic granuloma
skin squamous cell;exactmatch;skin squamous cell
skin tissue;exactmatch;human skin
refractile media;exactmatch;dioptric media
pseudomyxoma peritonei;exactmatch;gelatinous ascites
pruritus;exactmatch;itch
rothmund-thomson syndrome;exactmatch;rts
parathyroid gland tissue;exactmatch;human parathyroid
pineal region neoplasm;exactmatch;neoplasm of pineal area
pituitary gland adenoma;exactmatch;adenoma, anterior lobe pituitary gland, benign
pituitary gland neoplasm;exactmatch;neoplasm of pituitary
perineum;exactmatch;perineum
pleural effusion;exactmatch;effusion, pleural
pleural neoplasm;exactmatch;neoplasm of pleura
pineocyte;exactmatch;pinealocyte
plantar region;exactmatch;plantar
pneumonia;exactmatch;pneumonia
pluripotent bone marrow stem cell;exactmatch;pluripotent bone marrow stem cell
pneumocystis pneumonia;exactmatch;pcp
polycythemia vera;exactmatch;polycythemia rubra vera
pyriform sinus;exactmatch;piriform recess
posterior cranial fossa;exactmatch;posterior cranial fossa
posterior mediastinum;exactmatch;mediastinum, posterior
fibroepithelial polyp;exactmatch;fibropapilloma, benign
familial adenomatous polyposis;exactmatch;apc - adenomatous polyposis coli
polyp;exactmatch;polyp
precancerous condition;exactmatch;precancerous condition
prostatic tissue;exactmatch;prostatic parenchyma
pseudostratified epithelium;exactmatch;pseudostratified epithelium
prolactin-producing pituitary gland adenoma;exactmatch;lactotroph adenoma
pulmonary acinus;exactmatch;pulmonary acinus
pulmonary lobule;exactmatch;pulmonary lobule
prostate neoplasm;exactmatch;neoplasm of prostate
lipocyte;exactmatch;lipocyte
osteoporosis;exactmatch;osteoporosis
chamber of the eye;exactmatch;chamber of the eye
endocrine cell;exactmatch;endocrine cell
endocrine testis;exactmatch;endocrine testis
endometrial cavity;exactmatch;endometrial cavity
endometrial glandular cell;exactmatch;endometrial glandular cell
endometrial stroma;exactmatch;endometrial stroma
benign granular cell tumor;exactmatch;benign granular cell myoblastoma
epigastric region;exactmatch;epigastric region
epiphysis of the bone;exactmatch;epiphysis
myositis ossificans;exactmatch;myositis ossificans
esophageal mucosa;exactmatch;esophageal mucosa
angiomyxoma;exactmatch;angiomyxoma
esophageal squamous cell;exactmatch;esophageal squamous cell
esophageal tissue;exactmatch;esophageal tissue
exocrine pancreas;exactmatch;exocrine pancreas
myxosarcoma;exactmatch;myxosarcoma, malignant
nasal cavity polyp;exactmatch;nasal cavity polyp
nasopharyngeal neoplasm;exactmatch;nasopharyngeal neoplasm
extrahepatic bile duct;exactmatch;extrahepatic bile duct
eye appendage;exactmatch;eye appendage
nausea;exactmatch;nausea
nausea and vomiting;exactmatch;nausea and vomiting
female urethra;exactmatch;female urethra
neck neoplasm;exactmatch;neck neoplasm
finger;exactmatch;finger
metastatic neoplasm;exactmatch;metastatic disease
flat bone;exactmatch;flat bone
neoplasm;exactmatch;neoplasia
foot;exactmatch;foot
endocrine sex organ;exactmatch;endocrine sex organ
acute myeloid leukemia with maturation;exactmatch;aml with maturation
leptomeninges;exactmatch;leptomeninges
eccrine sweat gland;exactmatch;eccrine sweat gland
chondroblast;exactmatch;chondroblast
mesenchymoma;exactmatch;mesenchymoma
mesothelioma;exactmatch;mesothelioma
collecting tube;exactmatch;collecting tube
metabolic disorder;exactmatch;metabolic disease
common carotid artery;exactmatch;common carotid artery
metaplasia;exactmatch;metaplasia
conjunctival epithelium;exactmatch;conjunctival epithelium
squamous metaplasia;exactmatch;squamous metaplasia
corneoscleral coat;exactmatch;corneoscleral coat
monosomy;exactmatch;monosomy
corticotroph cell;exactmatch;acth cell
cowper gland;exactmatch;bulbourethral gland
oral disorder;exactmatch;oral disease
mucocele of the appendix;exactmatch;appendiceal mucocele
cuboidal epithelium;exactmatch;cuboidal epithelium
plasma cell myeloma;exactmatch;kahler disease
multiple sclerosis;exactmatch;multiple sclerosis
deep intracranial venous system;exactmatch;deep intracranial venous system
musculoskeletal pain;exactmatch;musculoskeletal pain
fungal infection;exactmatch;fungal infection
diaphragma sellae;exactmatch;diaphragma sellae
mycosis fungoides;exactmatch;ctcl/ mycosis fungoides
myelodysplastic syndrome;exactmatch;dysmyelopoietic syndrome
myelofibrosis;exactmatch;myelofibrosis
dura mater;exactmatch;dura
acute myeloid leukemia without maturation;exactmatch;aml without maturation
foramen of monroe;exactmatch;foramen of monroe
neoplasm by site;exactmatch;neoplasm by site
frontal sulcus;exactmatch;frontal sulcus
embryonal neoplasm;exactmatch;embryonal neoplasm
intercalated duct;exactmatch;intercalated duct
obesity;exactmatch;obesity
obstruction;exactmatch;obstruction
odontogenic neoplasm;exactmatch;odontogenic neoplasm
odontoma;exactmatch;fibro-odontoma
interstitial cell of cajal;exactmatch;interstitial cell of cajal
intracellular membrane;exactmatch;intracellular membrane
intracranial venous system;exactmatch;intracranial venous system
oligodendroglioma;exactmatch;oligodendroglioma
irregular bone;exactmatch;irregular bone
islet cell;exactmatch;islet cell
opportunistic infection;exactmatch;oi
orbit neoplasm;exactmatch;neoplasm of orbit
lacrimal apparatus;exactmatch;lacrimal apparatus
oropharyngeal neoplasm;exactmatch;neoplasm of oropharynx
lactiferous duct;exactmatch;lactiferous duct
lactotroph cell;exactmatch;lactotrope cell
bone paget disease;exactmatch;bone paget disease
large intestinal glandular cell;exactmatch;large intestinal glandular cell
large intestinal mucosa;exactmatch;large intestinal mucosa
osteoarthritis;exactmatch;degenerative joint disease
large intestinal wall tissue;exactmatch;large intestinal wall tissue
osteoblastoma;exactmatch;giant osteoid osteoma
osteochondroma;exactmatch;osteochondroma, benign
osteoma;exactmatch;osteoma, benign
left hypochondriac region;exactmatch;left hypochondriac region
osteoid osteoma;exactmatch;osteoid osteoma
inguinal lymph node;exactmatch;inguinal lymph node
nodule;exactmatch;nodule
night sweats;exactmatch;night sweating
hair follicle infundibulum;exactmatch;hair follicle infundibulum
radiation-related neoplasm;exactmatch;radiation induced neoplasm
gastric mucosa;exactmatch;gastric mucosa
hereditary neoplastic syndrome;exactmatch;familial neoplastic syndrome
gastric tissue;exactmatch;gastric tissue
gastroesophageal junction;exactmatch;gastroesophageal junction
wilms tumor;exactmatch;wilms tumor
genito-urinary region;exactmatch;genito-urinary region
gingiva;exactmatch;gingiva
