head;tail;relation
inborn errors of metabolism marker (substance);glycosaminoglycanoses marker (substance);narrowmatch
cerebrosidase (substance);beta-glucocerebrosidase (substance);narrowmatch
inborn errors of metabolism marker (substance);lysosomal storage disease marker (substance);narrowmatch
lipoprotein and neutral lipid disorder marker (substance);sitosterol (substance);narrowmatch
inborn errors of metabolism marker (substance);lipoprotein and neutral lipid disorder marker (substance);narrowmatch
inborn errors of metabolism marker (substance);lactic acidemia and mitochondrial disorder marker (substance);narrowmatch
inborn errors of metabolism marker (substance);carbohydrate metabolism disorder marker (substance);narrowmatch
amino acid metabolism disorder marker (substance);ornithine and lysine metabolism disorder marker (substance);narrowmatch
amino acid metabolism disorder marker (substance);urea cycle disorder marker (substance);narrowmatch
amino acid metabolism disorder marker (substance);phenylalanine and tyrosine disorder marker (substance);narrowmatch
binding protein (substance);insulin-like growth factor binding protein (substance);narrowmatch
vitamin e and vitamin e derivative (substance);alpha-tocopherol (substance);narrowmatch
biochemical analyte (substance);biochemical analyte functional group (substance);narrowmatch
biochemical analyte functional group (substance);biochemical down's screening marker (substance);narrowmatch
body system structure (body structure);structure of musculoskeletal system (body structure);narrowmatch
organic acid and organic acid derivative (substance);maleic acid (substance);narrowmatch
surgical material (substance);biological surgical material (substance);narrowmatch
material (substance);natural material (substance);narrowmatch
substance (substance);material (substance);narrowmatch
biological surgical material (substance);graft (substance);narrowmatch
antigen of virus (substance);antigen of human alphaherpesvirus 3 (substance);narrowmatch
antigen of virus (substance);antigen of influenza virus (substance);narrowmatch
hornet venom (substance);yellow hornet venom (substance);narrowmatch
animal dander (substance);cow dander (substance);narrowmatch
pellitory pollen (substance);wall pellitory pollen (substance);narrowmatch
grass pollen (substance);bermuda grass pollen (substance);narrowmatch
acetic acid ester (substance);propyl acetate (substance);narrowmatch
endocrine antibody (substance);insulin-like growth factor 1 antibody (substance);narrowmatch
organ-specific antibody (substance);endocrine antibody (substance);narrowmatch
antibody by target (substance);organ-specific antibody (substance);narrowmatch
immunology analyte (substance);immunochemistry analyte (substance);narrowmatch
analyte (substance);immunology analyte (substance);narrowmatch
blood group antigen (substance);i system antigen (substance);narrowmatch
hematologic agent (substance);hematinic (substance);narrowmatch
biochemical analyte functional group (substance);biochemical tumor marker (substance);narrowmatch
biochemical analyte functional group (substance);stone constituent (substance);narrowmatch
biochemical analyte functional group (substance);liver enzyme (substance);narrowmatch
qualifier value (qualifier value);special atomic mapping values (qualifier value);narrowmatch
aromatic hydrocarbon (substance);polyaromatic hydrocarbon (substance);narrowmatch
structure of cardiovascular system (body structure);regional cardiovascular structure (body structure);narrowmatch
organic nitrogen compound (substance);amine and amine derivative (substance);narrowmatch
extended series patch test substance (substance);medicament patch test substance (substance);narrowmatch
ester (substance);sulfonic acid ester (substance);narrowmatch
organic nitrogen compound (substance);amidino derivative (substance);narrowmatch
protein (substance);glycopeptide (substance);narrowmatch
organic nitrogen compound (substance);azo derivative (substance);narrowmatch
ester (substance);octanoic acid ester (substance);narrowmatch
hydroxybenzoic acid (substance);salicylic acid and salicylic acid derivative (substance);narrowmatch
cyclic ketone (substance);quinone and quinone derivative (substance);narrowmatch
ester (substance);phosphoric acid ester (substance);narrowmatch
quaternary ammonium compound (substance);alkyldimethylbenzylammonium chloride (substance);narrowmatch
organic nitrogen compound (substance);quaternary ammonium compound (substance);narrowmatch
organic compound (substance);carbohydrate derivative (substance);narrowmatch
organic nitrogen compound (substance);azole (substance);narrowmatch
monounsaturated fatty acid (substance);octadecenoic acid (substance);narrowmatch
ionophore (substance);sodium ionophore (substance);narrowmatch
ionophore (substance);potassium ionophore (substance);narrowmatch
diagnostic substance (substance);ionophore (substance);narrowmatch
formaldehyde resin (substance);phenol formaldehyde resin (substance);narrowmatch
synthetic polymer (substance);formaldehyde resin (substance);narrowmatch
phytochemical (substance);lichen acid (substance);narrowmatch
antigen of salmonella enterica subspecies enterica serovar typhi (substance);antigen of live attenuated salmonella enterica subspecies enterica serovar typhi (substance);narrowmatch
ester (substance);gallic acid ester (substance);narrowmatch
organic acid and organic acid derivative (substance);hippuric acid and hippuric acid derivative (substance);narrowmatch
ester (substance);propionic acid ester (substance);narrowmatch
aluminium compound (substance);dihydroxyaluminum sodium carbonate (substance);narrowmatch
special atomic mapping values (qualifier value);special disorder atoms (qualifier value);narrowmatch
antigen of virus (substance);antigen of hepatitis b virus (substance);narrowmatch
phenothiazine derivative (substance);triflupromazine (substance);narrowmatch
protein (substance);binding protein (substance);narrowmatch
amine and amine derivative (substance);catecholamine and catecholamine derivative (substance);narrowmatch
lipid (substance);sphingolipid and sphingolipid derivative (substance);narrowmatch
sulfatase (substance);arylsulfatase (substance);narrowmatch
estrane (substance);estradiol and estradiol derivative (substance);narrowmatch
organic acid and organic acid derivative (substance);lactic acid and lactic acid derivative (substance);narrowmatch
triacylglycerol lipase (substance);phospholipase (substance);narrowmatch
organic acid and organic acid derivative (substance);valeric acid and valeric acid derivative (substance);narrowmatch
carboxylic acid (substance);butyric acid and butyric acid derivative (substance);narrowmatch
purine and pyrimidine metabolism disorder marker (substance);purine and pyrimidine disorder marker enzyme (substance);narrowmatch
purine and purine derivative (substance);purine nucleotide (substance);narrowmatch
pyrimidine and pyrimidine derivative (substance);pyrimidine nucleoside (substance);narrowmatch
antigen of bacteria (substance);antigen of streptococcus (substance);narrowmatch
skin structure of ankle and/or foot (body structure);skin of part of ankle and foot (body structure);narrowmatch
metal and metallic compound (substance);radium and radium compound (substance);narrowmatch
clinical equipment and/or device (physical object);biomedical equipment (physical object);narrowmatch
surgical material (substance);hydrogel (substance);narrowmatch
mycotoxin (substance);muscimol (substance);narrowmatch
structure of head and/or neck (body structure);face and/or neck structure (body structure);narrowmatch
spider venom (substance);black widow spider venom (substance);narrowmatch
arachnid venom (substance);spider venom (substance);narrowmatch
arthropod venom (substance);arachnid venom (substance);narrowmatch
venom (substance);arthropod venom (substance);narrowmatch
carboxylic ester (substance);butyric acid ester (substance);narrowmatch
organic natural material (substance);microbiological material (substance);narrowmatch
unit of volume (qualifier value);international system of units-derived unit of volume (qualifier value);narrowmatch
material (substance);surgical material (substance);narrowmatch
amine (substance);diethanolamine (substance);narrowmatch
antigen of severe acute respiratory syndrome coronavirus 2 protein (substance);antigen of severe acute respiratory syndrome coronavirus 2 recombinant spike protein (substance);narrowmatch
centrally acting hypotensive agent (substance);rescinnamine (substance);narrowmatch
immunoglobulin isotype (substance);immunoglobulin g (substance);narrowmatch
fluorine and fluorine compound (substance);fluorine compound (substance);narrowmatch
mercaptan compound (substance);thiazolsulfone (substance);narrowmatch
antigen of bacteria (substance);antigen of salmonella enterica subspecies enterica serovar typhi (substance);narrowmatch
metal and metallic compound (substance);cerium and cerium compound (substance);narrowmatch
nitrogen compound (substance);ammonia and ammonia derivatives (substance);narrowmatch
chemical categorized by structure (substance);silicon and silicon compound (substance);narrowmatch
chemical categorized by structure (substance);boron and boron compound (substance);narrowmatch
plant material (substance);plant extract (substance);narrowmatch
synthetic polymer (substance);polyvinyl polymer (substance);narrowmatch
emollient (substance);balsam (substance);narrowmatch
solid substance (substance);minerals and ores (substance);narrowmatch
extended series patch test substance (substance);metallic compound patch test substance (substance);narrowmatch
diagnostic substance (substance);patch test substance (substance);narrowmatch
hymenoptera venom (substance);bee venom (substance);narrowmatch
wasp venom (substance);hornet venom (substance);narrowmatch
antispasmodic (substance);ambutonium (substance);narrowmatch
mycotoxin (substance);gyromitrin (substance);narrowmatch
food (substance);meat (substance);narrowmatch
vasodilator (substance);dioxyline (substance);narrowmatch
hydantoin derivative anticonvulsant (substance);mephenytoin (substance);narrowmatch
phytotoxin (substance);crotin (substance);narrowmatch
shellfish toxin (substance);venerupin shellfish toxin (substance);narrowmatch
benzoate derivative (substance);glyceryl-p-aminobenzoate (substance);narrowmatch
salicylate (substance);octyl salicylate (substance);narrowmatch
antitussive agent (substance);dimethoxanate (substance);narrowmatch
amino acid (substance);citrulline (substance);narrowmatch
diacrylate ester (substance);urethane diacrylate (substance);narrowmatch
acrylate ester (substance);triacrylate ester (substance);narrowmatch
organic acid and organic acid derivative (substance);acrylic acid and acrylic acid derivative (substance);narrowmatch
organic nitrogen compound (substance);nitrile (substance);narrowmatch
organic compound (substance);glycol and glycol derivative (substance);narrowmatch
alcohol (substance);halogenated alcohol (substance);narrowmatch
halogenated hydrocarbon (substance);chlorofluorocarbon (substance);narrowmatch
halogenated hydrocarbon (substance);iodinated hydrocarbon (substance);narrowmatch
alkene (substance);branched chain alkene (substance);narrowmatch
ketone (substance);aromatic ketone (substance);narrowmatch
ketone (substance);cyclic ketone (substance);narrowmatch
alcohol (substance);branched chain alcohol (substance);narrowmatch
butane (substance);n-butane (substance);narrowmatch
fatty alcohol (substance);hexanol (substance);narrowmatch
propanol (substance);propan-1-ol (substance);narrowmatch
valeric acid and valeric acid derivative (substance);valeric acid (substance);narrowmatch
organic nitrogen compound (substance);amide and amide derivative (substance);narrowmatch
alkane (substance);cyclic alkane (substance);narrowmatch
structure of female genital system subdivision (body structure);structure of upper female genital system (body structure);narrowmatch
capillary active agent (substance);chromocarb (substance);narrowmatch
amfetamine and amfetamine derivative (substance);dimethoxyamphetamine (substance);narrowmatch
inborn errors of metabolism marker (substance);amino acid metabolism disorder marker (substance);narrowmatch
metabolic marker (substance);inborn errors of metabolism marker (substance);narrowmatch
vitamin d analog (substance);calcifediol (substance);narrowmatch
antigen of live attenuated human alphaherpesvirus 3 oka strain (substance);antigen of live attenuated human alphaherpesvirus 3 oka-merck strain (substance);narrowmatch
central nervous system agent (substance);anticonvulsant (substance);narrowmatch
edible substance (substance);food (substance);narrowmatch
periods of life (qualifier value);congenital (qualifier value);narrowmatch
antigen of influenza b virus (substance);antigen of influenza b virus victoria lineage (substance);narrowmatch
thiosalicylate (substance);sodium thiosalicylate (substance);narrowmatch
antigen of influenza b virus (substance);antigen of influenza b virus yamagata lineage (substance);narrowmatch
barbiturate (substance);barbiturate analog (substance);narrowmatch
antigen of influenza a virus subtype h3 (substance);antigen of influenza a virus subtype h3n2 (substance);narrowmatch
enlargement (morphologic abnormality);dilatation (morphologic abnormality);narrowmatch
emollient (substance);petrolatum (substance);narrowmatch
manganese compound (substance);manganese chloride (substance);narrowmatch
thoracic structure (body structure);pectoral region structure (body structure);narrowmatch
structure of genitourinary system subdivision (body structure);structure of anatomical reproductive system (body structure);narrowmatch
body system structure (body structure);structure of nervous system (body structure);narrowmatch
phenothiazine derivative (substance);perazine (substance);narrowmatch
antigen of japanese encephalitis virus (substance);antigen of inactivated whole japanese encephalitis virus (substance);narrowmatch
mercaptan compound (substance);organic sulfonic acid (substance);narrowmatch
nucleoside (substance);deoxyribonucleoside (substance);narrowmatch
radium radioisotope (substance);radium-223 (substance);narrowmatch
disinfectants and cleansers (substance);chlorothymol (substance);narrowmatch
antigen of haemophilus influenzae type b capsular polysaccharide conjugated (substance);antigen of haemophilus influenzae type b capsular polysaccharide polyribosylribitol phosphate conjugated to clostridium tetani toxoid protein (substance);narrowmatch
aliphatic hydrocarbon (substance);saturated aliphatic hydrocarbon (substance);narrowmatch
skatole (substance);cocillana (substance);narrowmatch
antigen of live attenuated human alphaherpesvirus 3 (substance);antigen of live attenuated human alphaherpesvirus 3 oka strain (substance);narrowmatch
substance (substance);biocide (substance);narrowmatch
aromatic ketone (substance);dibenzoyl methane (substance);narrowmatch
microbiological material (substance);old tuberculin (substance);narrowmatch
consumer product (product);pomade (product);narrowmatch
extended series patch test substance (substance);organic dye patch test substance (substance);narrowmatch
oil and cooling fluid patch test series (substance);tris nitro (substance);narrowmatch
oil and cooling fluid patch test series (substance);coconut diethanolamide (substance);narrowmatch
oil and cooling fluid patch test series (substance);4-tert-butylbenzoic acid (substance);narrowmatch
extended series patch test substance (substance);oil and cooling fluid patch test series (substance);narrowmatch
medicament patch test substance (substance);caine mix iv (substance);narrowmatch
medicament patch test substance (substance);caine mix iii (substance);narrowmatch
medicament patch test substance (substance);caine mix ii (substance);narrowmatch
quinone and quinone derivative (substance);methylhydroquinone (substance);narrowmatch
material (substance);dental material (substance);narrowmatch
extended series patch test substance (substance);cosmetic series patch test substance (substance);narrowmatch
extended series patch test substance (substance);bakery series patch test substance (substance);narrowmatch
antimicrobial preservatives patch test substance (substance);chloramine t (in water) (substance);narrowmatch
antimicrobial preservatives patch test substance (substance);1,3,5-tris(2-hydroxyethyl)-hexahydrotriazine (substance);narrowmatch
extended series patch test substance (substance);antimicrobial preservatives patch test substance (substance);narrowmatch
patch test substance (substance);extended series patch test substance (substance);narrowmatch
patch test substance (substance);european standard series patch test substance (substance);narrowmatch
isocyanate (substance);di-isocyanate (substance);narrowmatch
organic nitrogen compound (substance);isocyanate (substance);narrowmatch
extended series patch test substance (substance);hairdressing patch test chemical (substance);narrowmatch
polyamine (substance);diamine (substance);narrowmatch
azo derivative (substance);azodicarbonamide (substance);narrowmatch
textile colors and finishes patch test substance (substance);cibachrome brilliant scarlet (substance);narrowmatch
gastrointestinal agent (substance);cathartic (substance);narrowmatch
herbs and spices (substance);spice (substance);narrowmatch
extended series patch test substance (substance);perfumes and flavors patch test series (substance);narrowmatch
food (substance);sugary food (substance);narrowmatch
food additive (substance);food sweetener (substance);narrowmatch
food additive (substance);food antioxidant (substance);narrowmatch
food coloring (substance);brown ht (substance);narrowmatch
food coloring (substance);black pn (substance);narrowmatch
penthienate (substance);penthienate bromide (substance);narrowmatch
sugar candy (substance);cough drop (substance);narrowmatch
candy (substance);sugar candy (substance);narrowmatch
sugary food (substance);candy (substance);narrowmatch
jam and preserves (substance);molasses (substance);narrowmatch
sugary food (substance);honey (substance);narrowmatch
sugary food (substance);jam and preserves (substance);narrowmatch
nut (substance);betel nut (substance);narrowmatch
antigen of inactivated whole hepatitis a virus (substance);antigen of inactivated whole hepatitis a virus hm-175 strain (substance);narrowmatch
fresh fruit (substance);guava (substance);narrowmatch
fruit (substance);fresh fruit (substance);narrowmatch
food (substance);fruit nuts and seeds (substance);narrowmatch
spice (substance);ginger (substance);narrowmatch
spice (substance);cardamom (substance);narrowmatch
vegetables pulses herbs and spices (substance);herbs and spices (substance);narrowmatch
vegetable (substance);pulse vegetable (substance);narrowmatch
vegetable (substance);fenugreek (substance);narrowmatch
vegetable (substance);brassica vegetable (substance);narrowmatch
food (substance);vegetables pulses herbs and spices (substance);narrowmatch
red meat (substance);pork (substance);narrowmatch
vegetables pulses herbs and spices (substance);vegetable (substance);narrowmatch
plant material (substance);plant structure (substance);narrowmatch
ethanol (substance);methylated spirit (substance);narrowmatch
methylated spirit (substance);surgical spirit (substance);narrowmatch
antigen of inactivated whole hepatitis a virus (substance);antigen of inactivated whole hepatitis a virus gbm strain (substance);narrowmatch
enveloped single-stranded ribonucleic acid virus without a deoxyribonucleic acid step in life-cycle (organism);enveloped single-stranded ribonucleic acid virus without a deoxyribonucleic acid step with multiple-stranded negative-sense genome (organism);narrowmatch
ribonucleic acid virus (organism);enveloped single-stranded ribonucleic acid virus without a deoxyribonucleic acid step in life-cycle (organism);narrowmatch
simple physiological organic compound (substance);phosphorylcholine (substance);narrowmatch
oil of copaiba (substance);lavender oil (substance);narrowmatch
wood (substance);harmaline (substance);narrowmatch
mercury and mercury compound (substance);mercury compound (substance);narrowmatch
disorder of carbohydrate metabolism (disorder);disorder of glucose regulation (disorder);narrowmatch
oil and cooling fluid patch test series (substance);trichlorocarbanilide (substance);narrowmatch
family annonaceae (organism);annona (organism);narrowmatch
vasodilator (substance);vascormone (substance);narrowmatch
vitamin d and vitamin d derivative (substance);ergocalciferol (substance);narrowmatch
nucleotide (substance);oligonucleotide (substance);narrowmatch
arsenic and arsenic compound (substance);arsenic compound (substance);narrowmatch
starchy food (substance);cereal (substance);narrowmatch
mercaptan compound (substance);organic sulfide compound (substance);narrowmatch
barbiturate (substance);barbituric acid (substance);narrowmatch
antigen of human alphaherpesvirus 3 (substance);antigen of human alphaherpesvirus 3 recombinant surface glycoprotein e (substance);narrowmatch
fruit nuts and seeds (substance);nuts and seeds (substance);narrowmatch
aluminium compound (substance);aluminium acetate (substance);narrowmatch
body part structure (body structure);trunk structure (body structure);narrowmatch
family cannabaceae (organism);cannabis (organism);narrowmatch
heavy metal and heavy metal compound (substance);heavy metal (substance);narrowmatch
organic dye patch test substance (substance);eosine (substance);narrowmatch
volatile oil (substance);cedarwood oil (substance);narrowmatch
phosphorus compound (substance);phosphate (substance);narrowmatch
blood product (product);plasma product (product);narrowmatch
surgical adhesive (substance);biological glue (substance);narrowmatch
dental and maxillofacial laboratory material (substance);separating agent (substance);narrowmatch
dental material (substance);dental and maxillofacial laboratory material (substance);narrowmatch
dental material (substance);dental etching agent (substance);narrowmatch
root canal medicament (substance);pulp and root canal devitalizing agent (substance);narrowmatch
dental material (substance);root canal medicament (substance);narrowmatch
dental filling material (substance);root canal filling material (substance);narrowmatch
elastic dental impression material (substance);polyether dental impression material (substance);narrowmatch
dental impression material (substance);elastic dental impression material (substance);narrowmatch
dental material (substance);dental impression material (substance);narrowmatch
hymenoptera venom (substance);wasp venom (substance);narrowmatch
blood product (product);platelet product (product);narrowmatch
textile colors and finishes patch test substance (substance);disperse yellow 9 (substance);narrowmatch
organic natural material (substance);animal material (substance);narrowmatch
pulse vegetable (substance);soya bean (substance);narrowmatch
kingdom plantae (organism);wild flowers (organism);narrowmatch
fresh fruit (substance);banana (substance);narrowmatch
plant material (substance);tree resin (substance);narrowmatch
weed pollen (substance);pellitory pollen (substance);narrowmatch
entire pollen (substance);flower and weed pollen (substance);narrowmatch
entire pollen (substance);grass pollen (substance);narrowmatch
entire pollen (substance);tree and shrub pollen (substance);narrowmatch
plant structure (substance);pollen (substance);narrowmatch
organic natural material (substance);plant material (substance);narrowmatch
polyethylene (substance);polytetrafluoroethylene (substance);narrowmatch
body tissue material (substance);skeletal material (substance);narrowmatch
body material (substance);fat (substance);narrowmatch
biological substance (substance);blood material (substance);narrowmatch
amine and amine derivative (substance);pyrrolidine (substance);narrowmatch
amine and amine derivative (substance);propylamine (substance);narrowmatch
alcohol (substance);propanol (substance);narrowmatch
propanol (substance);isopropyl alcohol (substance);narrowmatch
propionic acid ester (substance);methyl propionate (substance);narrowmatch
branched chain alkene (substance);isoprene (substance);narrowmatch
iodinated hydrocarbon (substance);iodomethane (substance);narrowmatch
amine and amine derivative (substance);diethylamine (substance);narrowmatch
chlorinated hydrocarbon (substance);1-chlorobutane (substance);narrowmatch
nitrous acid ester (substance);butyl nitrite (substance);narrowmatch
organic sulfur compound (substance);allyl isothiocyanate (substance);narrowmatch
volatile oil (substance);linalool (substance);narrowmatch
hippuric acid and hippuric acid derivative (substance);p-aminohippurate (substance);narrowmatch
biochemical analyte (substance);acid-base marker or blood gas (substance);narrowmatch
analyte (substance);biochemical analyte (substance);narrowmatch
international system of units-derived unit of volume (qualifier value);milliliter (qualifier value);narrowmatch
unit of measure (qualifier value);unit of volume (qualifier value);narrowmatch
international system of units unit of mass (qualifier value);microgram (qualifier value);narrowmatch
international system of units unit of mass (qualifier value);milligram (qualifier value);narrowmatch
international system of units unit of mass (qualifier value);gram (qualifier value);narrowmatch
unit of mass (qualifier value);international system of units unit of mass (qualifier value);narrowmatch
unit of measure (qualifier value);unit of mass (qualifier value);narrowmatch
sublimed sulfur (substance);colloid sulfur (substance);narrowmatch
extended series patch test substance (substance);vehicle and emulsifier patch test substance (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse orange 13 (substance);narrowmatch
perfumes and flavors patch test series (substance);oak moss absolute (substance);narrowmatch
extended series patch test substance (substance);plastics and glues patch test substance (substance);narrowmatch
rubber compound (substance);n-cyclohexylbenzothiazyl sulfenamide (substance);narrowmatch
rubber compound (substance);cyclohexyl thiophthalimide (substance);narrowmatch
rubber compound (substance);bis (diethyldithiocarbamato) zinc (substance);narrowmatch
rubber compound (substance);bis (dibutyldithiocarbamato) zinc (substance);narrowmatch
rubber compound (substance);4,4'-dihydroxybiphenyl (substance);narrowmatch
acrylate and methacrylate patch test series - printing (substance);epoxy acrylate (substance);narrowmatch
extended series patch test substance (substance);isocyanate series (substance);narrowmatch
epoxy series patch test substance (substance);epoxy resin - cycloaliphatic (substance);narrowmatch
extended series patch test substance (substance);epoxy series patch test substance (substance);narrowmatch
plastics and glues patch test substance (substance);triglycidyl isocyanurate (substance);narrowmatch
plastics and glues patch test substance (substance);cyclohexanone resin (substance);narrowmatch
phytochemical (substance);alantolactone (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse orange 1 (substance);narrowmatch
extended series patch test substance (substance);plant allergen patch test series (substance);narrowmatch
extended series patch test substance (substance);photographic chemical (substance);narrowmatch
extended series patch test substance (substance);musk xylene (substance);narrowmatch
extended series patch test substance (substance);musk ketone (substance);narrowmatch
extended series patch test substance (substance);musk ambrette (substance);narrowmatch
fragrance series (substance);musk tibetine (substance);narrowmatch
fragrance series (substance);musk moskene (substance);narrowmatch
fragrance series (substance);lavender absolute (substance);narrowmatch
fragrance series (substance);jasmine synthetic (substance);narrowmatch
fragrance series (substance);jasmine absolute egyptian (substance);narrowmatch
extended series patch test substance (substance);fragrance series (substance);narrowmatch
rubber compound (substance);dibenzothiazyl disulfide (substance);narrowmatch
rubber compound (substance);dipentamethylenethiuram disulfide (substance);narrowmatch
rubber compound (substance);dithiodimorpholine (substance);narrowmatch
rubber compound (substance);ethylene thiourea (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse brown 1 (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse blue 85 (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse blue 35 (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse blue 153 (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse blue 124 (substance);narrowmatch
textile colors and finishes patch test substance (substance);disperse blue 106 (substance);narrowmatch
textile colors and finishes patch test substance (substance);basic red 46 (substance);narrowmatch
extended series patch test substance (substance);textile colors and finishes patch test substance (substance);narrowmatch
emollient (substance);primin (substance);narrowmatch
balsam (substance);balsam of tolu (substance);narrowmatch
sulfonic acid ester (substance);2-phenylbenzimidazol-5-sulfonic acid (substance);narrowmatch
camphorated phenol (substance);3-(4-methylbenzylidene)-camphor (substance);narrowmatch
methane (substance);isopropyl dibenzoylmethane (substance);narrowmatch
carboxylic ester (substance);isoamyl p-methoxycinnamate (substance);narrowmatch
benzophenone (substance);mexenone (substance);narrowmatch
cinnamic acid ester (substance);octinoxate (substance);narrowmatch
ketone (substance);avobenzone (substance);narrowmatch
shoe series patch test substance (substance);nigrosine (substance);narrowmatch
extended series patch test substance (substance);shoe series patch test substance (substance);narrowmatch
rubber compound (substance);2,2,4-trimethyl-1,2-dihydroquinoline (substance);narrowmatch
rubber compound (substance);tetramethylthiuram monosulfide (substance);narrowmatch
rubber compound (substance);n,n'-diphenyl paraphenylenediamine (substance);narrowmatch
rubber compound (substance);n,n-di-beta-naphthyl-4-phenylenediamine (substance);narrowmatch
etidronate (substance);etidronic acid (substance);narrowmatch
receptor antagonist (disposition);adenosine receptor antagonist (disposition);narrowmatch
ferric iron compound (substance);ferric chloride (substance);narrowmatch
heavy metal and heavy metal compound (substance);lead and lead compound (substance);narrowmatch
metal and metallic compound (substance);platinum and platinum compound (substance);narrowmatch
chemical categorized by structure (substance);phosphorus and phosphorus compound (substance);narrowmatch
quinoline (substance);aminoquinoline (substance);narrowmatch
chemical categorized by structure (substance);nitrogen and nitrogen compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);nickel and nickel compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);manganese and manganese compound (substance);narrowmatch
metal and metallic compound (substance);magnesium and magnesium compound (substance);narrowmatch
eye part (body structure);fibrous tunic of eye structure (body structure);narrowmatch
biochemical analyte (substance);metabolic marker (substance);narrowmatch
biochemical analyte (substance);metabolite (substance);narrowmatch
heavy metal and heavy metal compound (substance);mercury and mercury compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);iron and iron compound (substance);narrowmatch
metal and metallic compound (substance);rhenium and rhenium compound (substance);narrowmatch
halogen and halogen compound (substance);iodine and iodine compound (substance);narrowmatch
hormone receptor antagonist (disposition);corticotropin releasing hormone antagonist (disposition);narrowmatch
organic cyclic compound (substance);tricyclic compound (substance);narrowmatch
metal and metallic compound (substance);indium and indium compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);gold and gold compound (substance);narrowmatch
metal and metallic compound (substance);gallium and gallium compound (substance);narrowmatch
gadolinium and gadolinium compound (substance);gadolinium compound (substance);narrowmatch
metal and metallic compound (substance);gadolinium and gadolinium compound (substance);narrowmatch
triazine derivative (substance);phenyltriazine derivative (substance);narrowmatch
halogen and halogen compound (substance);fluorine and fluorine compound (substance);narrowmatch
metal and metallic compound (substance);erbium and erbium compound (substance);narrowmatch
metal and metallic compound (substance);potassium and potassium compound (substance);narrowmatch
metal and metallic compound (substance);samarium and samarium compound (substance);narrowmatch
therapeutic role (role);antigout therapeutic role (role);narrowmatch
lung imaging agent (product);lung perfusion imaging agent (product);narrowmatch
heavy metal and heavy metal compound (substance);zinc and zinc compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);yttrium and yttrium compound (substance);narrowmatch
human immunoglobulin (substance);poliomyelitis human immune globulin (substance);narrowmatch
human immunoglobulin (substance);respiratory syncytial virus immune globulin (substance);narrowmatch
heavy metal and heavy metal compound (substance);titanium and titanium compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);tin and tin compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);thallium and thallium compound (substance);narrowmatch
metal and metallic compound (substance);technetium and technetium compound (substance);narrowmatch
medicinal product acting as imaging agent (product);hepatobiliary imaging agent (product);narrowmatch
medicinal product acting as imaging agent (product);kidney imaging agent (product);narrowmatch
medicinal product acting as imaging agent (product);colorectal imaging agent (product);narrowmatch
medicinal product acting as imaging agent (product);lung imaging agent (product);narrowmatch
chemical categorized by structure (substance);selenium and selenium compound (substance);narrowmatch
antiserum (substance);erysipelothrix rhusiopathiae antiserum (substance);narrowmatch
antiserum (substance);pasteurella multocida antiserum (substance);narrowmatch
antiserum (substance);streptococcus equisimilis antiserum (substance);narrowmatch
antiserum (substance);streptococcus suis antiserum (substance);narrowmatch
antiserum (substance);salmonella typhimurium antiserum (substance);narrowmatch
antiserum (substance);escherichia coli antiserum (substance);narrowmatch
spider antivenom immunoglobulin (substance);latrodectus mactans antivenom (substance);narrowmatch
chemical categorized by structure (substance);sulfur and sulfur compound (substance);narrowmatch
metal and metallic compound (substance);strontium and strontium compound (substance);narrowmatch
metal and metallic compound (substance);sodium and sodium compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);silver and silver compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);copper and copper compound (substance);narrowmatch
heavy metal and heavy metal compound (substance);cobalt and cobalt compound (substance);narrowmatch
metal and metallic compound (substance);chromium and chromium compound (substance);narrowmatch
organic cyclic compound (substance);substance with phenol structure (substance);narrowmatch
plant agent (substance);erysimum (substance);narrowmatch
herbal medicine agent (substance);eschscholzia californica extract (substance);narrowmatch
herbal medicine agent (substance);melilotus officinalis top (substance);narrowmatch
herbal medicine agent (substance);hydrocotyle vulgaris whole (substance);narrowmatch
herbal medicine agent (substance);prunus africana whole (substance);narrowmatch
herbal medicine agent (substance);phytolacca americana root (substance);narrowmatch
herbal medicine agent (substance);melissa officinalis leaf (substance);narrowmatch
heterocyclic compound (substance);benzoxepin (substance);narrowmatch
benzoxepin (substance);oxetorone (substance);narrowmatch
flavodate (substance);flavodic acid (substance);narrowmatch
dopamine receptor antagonist (disposition);dopamine receptor d2 antagonist (disposition);narrowmatch
plant isoquinoline alkaloid (substance);morphinane alkaloid (substance);narrowmatch
halogen and halogen compound (substance);chlorine and chlorine compound (substance);narrowmatch
