head;tail;relation
urethral structure (body structure);urethra part (body structure);narrowmatch
ureteric structure (body structure);ureter part (body structure);narrowmatch
structure of large intestine (body structure);large intestine part (body structure);narrowmatch
structure of small intestine (body structure);small intestine part (body structure);narrowmatch
gingival structure (body structure);gingival part (body structure);narrowmatch
blood vessel structure (body structure);blood vessel part (body structure);narrowmatch
tracheal structure (body structure);tracheal part (body structure);narrowmatch
body structure (body structure);body structure, altered from its original anatomical structure (morphologic abnormality);narrowmatch
general finding of observation of patient (finding);procedure related finding (finding);narrowmatch
neoplasm (morphologic abnormality);in situ neoplasm (morphologic abnormality);narrowmatch
epithelial neoplasm (morphologic abnormality);basal cell neoplasm (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);insular carcinoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);follicular carcinoma, minimally invasive (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);metanephric adenoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);collecting duct carcinoma (morphologic abnormality);narrowmatch
renal cell carcinoma (morphologic abnormality);renal cell carcinoma, sarcomatoid (morphologic abnormality);narrowmatch
renal cell carcinoma (morphologic abnormality);renal cell carcinoma, chromophobe cell (morphologic abnormality);narrowmatch
renal cell carcinoma (morphologic abnormality);cyst-associated renal cell carcinoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);pituitary carcinoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);papillomatosis, glandular (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);adenocarcinoma with mixed subtypes (morphologic abnormality);narrowmatch
bronchiolo-alveolar adenocarcinoma (morphologic abnormality);bronchiolo-alveolar carcinoma, mucinous (morphologic abnormality);narrowmatch
bronchiolo-alveolar adenocarcinoma (morphologic abnormality);bronchiolo-alveolar carcinoma, non-mucinous (morphologic abnormality);narrowmatch
malignant neuroendocrine neoplasm, epithelial (morphologic abnormality);enterochromaffin-like cell tumor, malignant (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);adenocarcinoma of anal glands (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);parietal cell carcinoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);flat adenoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);lactating adenoma (morphologic abnormality);narrowmatch
hepatocellular carcinoma (morphologic abnormality);hepatocellular carcinoma, pleomorphic type (morphologic abnormality);narrowmatch
hyalinizing trabecular tumor (morphologic abnormality);hyalinizing trabecular adenoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);papillary microcarcinoma (morphologic abnormality);narrowmatch
hepatocellular carcinoma (morphologic abnormality);hepatocellular carcinoma, spindle cell variant (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);papillary carcinoma, oxyphilic cell (morphologic abnormality);narrowmatch
fibrohistiocytic neoplasm of borderline malignancy (morphologic abnormality);plexiform fibrohistiocytic tumor (morphologic abnormality);narrowmatch
fibrohistiocytic neoplasm of borderline malignancy (morphologic abnormality);giant cell fibroblastoma (morphologic abnormality);narrowmatch
histiocytoma (morphologic abnormality);deep histiocytoma (morphologic abnormality);narrowmatch
fibromatous neoplasm of borderline malignancy (morphologic abnormality);myofibroblastic tumor, peribronchial (morphologic abnormality);narrowmatch
benign fibromatous neoplasm - category (morphologic abnormality);angiomyofibroblastoma (morphologic abnormality);narrowmatch
benign fibromatous neoplasm - category (morphologic abnormality);myofibroblastoma (morphologic abnormality);narrowmatch
melanocytic neoplasm of uncertain behavior (morphologic abnormality);proliferative dermal lesion in congenital nevus (morphologic abnormality);narrowmatch
melanocytic neoplasm of uncertain behavior (morphologic abnormality);meningeal melanocytoma (morphologic abnormality);narrowmatch
melanocytic nevus - category (morphologic abnormality);diffuse melanocytosis (morphologic abnormality);narrowmatch
endometrial stromal sarcoma - category (morphologic abnormality);endometrial stromal sarcoma, low grade (morphologic abnormality);narrowmatch
rib part (body structure);head of rib structure (body structure);narrowmatch
benign neoplasm with eccrine differentiation (morphologic abnormality);syringofibroadenoma (morphologic abnormality);narrowmatch
benign neoplasm with pilar differentiation (morphologic abnormality);follicular fibroma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);adenocarcinoma, endocervical type (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);mixed medullary-papillary carcinoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);mixed medullary-follicular carcinoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);papillary carcinoma, columnar cell (morphologic abnormality);narrowmatch
hepatocellular carcinoma (morphologic abnormality);hepatocellular carcinoma, clear cell type (morphologic abnormality);narrowmatch
squamous carcinoma in situ - category (morphologic abnormality);papillary squamous cell carcinoma, non-invasive (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);mucoepidermoid neoplasm (morphologic abnormality);narrowmatch
body part structure (body structure);upper body structure (body structure);narrowmatch
peripheral nerve structure of trunk (body structure);structure of non-autonomic peripheral nerve of the trunk (body structure);narrowmatch
lower extremity part (body structure);structure of subregion of lower limb (body structure);narrowmatch
upper extremity part (body structure);region of upper extremity (body structure);narrowmatch
body region structure (body structure);structure of body surface region (body structure);narrowmatch
mouth region structure (body structure);mouth region part (body structure);narrowmatch
testis structure (body structure);undescended testis (body structure);narrowmatch
cervix uteri structure (body structure);part of uterine cervix (body structure);narrowmatch
digestive tract part (body structure);upper digestive tract structure (body structure);narrowmatch
hematology procedure (procedure);laboratory test related to hemostasis (procedure);narrowmatch
lymphoproliferative disorder (morphologic abnormality);immunoproliferative morphology (morphologic abnormality);narrowmatch
myeloid neoplasm (morphologic abnormality);mast cell neoplasm (morphologic abnormality);narrowmatch
central nervous system tumor morphology (morphologic abnormality);meningeal neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);odontogenic neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);mesonephric neoplasm (morphologic abnormality);narrowmatch
neuroendocrine tumor (morphologic abnormality);neuroendocrine carcinoma, grade 3 (morphologic abnormality);narrowmatch
neuroendocrine tumor (morphologic abnormality);neuroendocrine tumor grade 2 (morphologic abnormality);narrowmatch
neuroendocrine tumor (morphologic abnormality);neuroendocrine tumor grade 1 (morphologic abnormality);narrowmatch
aleukemic myeloid leukemia (disorder);aleukemic myeloid leukemia in relapse (disorder);narrowmatch
body part structure (body structure);lower body structure (body structure);narrowmatch
hepatocellular carcinoma (morphologic abnormality);hepatocellular carcinoma, scirrhous (morphologic abnormality);narrowmatch
enveloped double-stranded deoxyribonucleic acid virus (organism);family herpesviridae (organism);narrowmatch
glucagonoma (morphologic abnormality);enteroglucagonoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);somatostatinoma, malignant (morphologic abnormality);narrowmatch
adenomatous neoplasm of borderline malignancy (morphologic abnormality);somatostatinoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);canalicular adenoma (morphologic abnormality);narrowmatch
benign basal cell tumor (morphologic abnormality);pilar tumor (morphologic abnormality);narrowmatch
malignant squamous tumor, primary (morphologic abnormality);squamous cell carcinoma, clear cell type (morphologic abnormality);narrowmatch
malignant squamous tumor, primary (morphologic abnormality);basaloid squamous cell carcinoma (morphologic abnormality);narrowmatch
malignant squamous tumor, primary (morphologic abnormality);squamous cell carcinoma with horn formation (morphologic abnormality);narrowmatch
malignant neoplasm, primary (morphologic abnormality);malignant tumor, clear cell type (morphologic abnormality);narrowmatch
neoplasm, benign (morphologic abnormality);clear cell tumor (morphologic abnormality);narrowmatch
epithelial neoplasm (morphologic abnormality);thymic epithelial neoplasm (morphologic abnormality);narrowmatch
venous ectasia (morphologic abnormality);uneven venous ectasia (morphologic abnormality);narrowmatch
lesion (morphologic abnormality);heterotopic structure, either congenital or acquired (morphologic abnormality);narrowmatch
parathyroid structure (body structure);accessory parathyroid gland structure (body structure);narrowmatch
sex-linked hereditary disorder (disorder);x-linked hereditary disease (disorder);narrowmatch
head part (body structure);epicranium structure (body structure);narrowmatch
deposition (morphologic abnormality);pathologic mineralization (morphologic abnormality);narrowmatch
environment related disease (disorder);occupational disorder (disorder);narrowmatch
blood group antigen (substance);antigen in hh blood group system (substance);narrowmatch
blood group antigen (substance);antigen with cold reactive autoagglutinins (substance);narrowmatch
squamous intraepithelial lesion (morphologic abnormality);low-grade squamous intraepithelial lesion (morphologic abnormality);narrowmatch
nitrogen and nitrogen compound (substance);nitrogen compound (substance);narrowmatch
plasma protein (substance);immunoglobulin (substance);narrowmatch
disease (disorder);familial disease (disorder);narrowmatch
autosomal hereditary disorder (disorder);autosomal dominant hereditary disorder (disorder);narrowmatch
melanocytic nevus - category (morphologic abnormality);epithelioid cell nevus (morphologic abnormality);narrowmatch
benign hemangioma (morphologic abnormality);racemose hemangioma (morphologic abnormality);narrowmatch
floor of mouth structure (body structure);sublingual region structure (body structure);narrowmatch
mandible part (body structure);structure of body of mandible (body structure);narrowmatch
neoplasm, benign (morphologic abnormality);hepatocholangioma, benign (morphologic abnormality);narrowmatch
polyp (morphologic abnormality);juvenile polyp (morphologic abnormality);narrowmatch
granuloma (morphologic abnormality);hyalinizing granuloma (morphologic abnormality);narrowmatch
lesion (morphologic abnormality);effect of surgery (morphologic abnormality);narrowmatch
abnormal reticulin (morphologic abnormality);increased reticulin (morphologic abnormality);narrowmatch
fibrosis and/or repair abnormality (morphologic abnormality);abnormal reticulin (morphologic abnormality);narrowmatch
sex structure (body structure);female structure (body structure);narrowmatch
neoplasm and/or hamartoma (morphologic abnormality);neoplasm (morphologic abnormality);narrowmatch
nerve root structure (body structure);spinal cord root and/or ganglion (body structure);narrowmatch
mechanical lesion (morphologic abnormality);telangiectasis (morphologic abnormality);narrowmatch
polyp (morphologic abnormality);fibrovascular papilloma (morphologic abnormality);narrowmatch
procedure (procedure);laboratory procedure (procedure);narrowmatch
epulis (morphologic abnormality);fibromatous epulis of periodontal origin (morphologic abnormality);narrowmatch
tumor staging (tumor staging);malignant tumor staging (tumor staging);narrowmatch
structure of back of trunk and/or neck (body structure);structure of vertebral column region (body structure);narrowmatch
structure of true pelvis (body structure);pelvic extragenital structures (body structure);narrowmatch
anatomical structure (body structure);body organ structure (body structure);narrowmatch
structure of organ cavity subdivision (body structure);structure of lumen of body system (body structure);narrowmatch
structure of breast and/or endocrine system (body structure);structure of endocrine system (body structure);narrowmatch
external ear part (body structure);pinna structure (body structure);narrowmatch
prostate part (body structure);structure of lobe of prostate (body structure);narrowmatch
epiglottis structure (body structure);structure of junctional region of epiglottis with oropharynx (body structure);narrowmatch
body system structure (body structure);structure of cardiovascular system (body structure);narrowmatch
nasal septum structure (body structure);columella structure (body structure);narrowmatch
structure of musculoskeletal system (body structure);skeletal system structure (body structure);narrowmatch
classical hodgkin lymphoma (morphologic abnormality);hodgkin lymphoma, lymphocyte depletion (morphologic abnormality);narrowmatch
melanocytic nevus - category (morphologic abnormality);intradermal nevus (morphologic abnormality);narrowmatch
benign melanocytic neoplasm (morphologic abnormality);nonpigmented nevus (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);bronchiolo-alveolar adenocarcinoma (morphologic abnormality);narrowmatch
fibrosis and/or repair abnormality (morphologic abnormality);fibrosis (morphologic abnormality);narrowmatch
laboratory procedure (procedure);anatomic pathology procedure (procedure);narrowmatch
papillary transitional cell carcinoma, non-invasive (morphologic abnormality);high-grade non-invasive papillary urothelial carcinoma (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);cystic, mucinous and/or serous neoplasm (morphologic abnormality);narrowmatch
disorder of skin (disorder);skin disorder due to physical agent and/or foreign substance (disorder);narrowmatch
squamous carcinoma in situ - category (morphologic abnormality);papillary carcinoma in situ (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);meibomian adenocarcinoma (morphologic abnormality);narrowmatch
acute myeloid leukemia - category (morphologic abnormality);acute myeloid leukemia with maturation (morphologic abnormality);narrowmatch
acute myeloid leukemia - category (morphologic abnormality);acute myeloid leukemia without maturation (morphologic abnormality);narrowmatch
acute myeloid leukemia - category (morphologic abnormality);acute myeloid leukemia, minimal differentiation (morphologic abnormality);narrowmatch
polyp (morphologic abnormality);pedunculated polyp (morphologic abnormality);narrowmatch
seborrheic keratosis (morphologic abnormality);stucco keratosis (morphologic abnormality);narrowmatch
corticosteroid and corticosteroid derivative (substance);11-oxycorticosteroid (substance);narrowmatch
melanocytic neoplasm of uncertain behavior (morphologic abnormality);giant pigmented nevus (morphologic abnormality);narrowmatch
malignant squamous tumor, primary (morphologic abnormality);squamous cell carcinoma, spindle cell (morphologic abnormality);narrowmatch
bronchial structure (body structure);main bronchus structure (body structure);narrowmatch
interarytenoid fold structure (body structure);structure of laryngeal aspect of interarytenoid fold (body structure);narrowmatch
interarytenoid fold structure (body structure);structure of hypopharyngeal aspect of interarytenoid fold (body structure);narrowmatch
aryepiglottic fold structure (body structure);structure of laryngeal aspect of aryepiglottic fold (body structure);narrowmatch
structure of facial lymph node (body structure);structure of parotid lymph node (body structure);narrowmatch
finding of lesion (finding);tumor finding (finding);narrowmatch
malignant neoplasm, primary (morphologic abnormality);chief cell adenocarcinoma (morphologic abnormality);narrowmatch
layer of ciliary epithelium (body structure);structure of pigmented layer of ciliary body (body structure);narrowmatch
maternal and/or fetal condition affecting labor and/or delivery (disorder);delivery and/or maternal condition affecting management (disorder);narrowmatch
lesion (morphologic abnormality);fibrosis and/or repair abnormality (morphologic abnormality);narrowmatch
biological substance (substance);immunologic substance (substance);narrowmatch
cellular and/or subcellular abnormality (morphologic abnormality);chromosomal morphology (morphologic abnormality);narrowmatch
morphologically abnormal structure (morphologic abnormality);cellular and/or subcellular abnormality (morphologic abnormality);narrowmatch
morphologically abnormal structure (morphologic abnormality);degenerative abnormality (morphologic abnormality);narrowmatch
mechanical abnormality (morphologic abnormality);fluid disturbance (morphologic abnormality);narrowmatch
morphologically abnormal structure (morphologic abnormality);mechanical abnormality (morphologic abnormality);narrowmatch
morphologically abnormal structure (morphologic abnormality);embryonal rest and/or persistent embryonic structure (morphologic abnormality);narrowmatch
superclass osteichthyes (organism);order gadiformes (organism);narrowmatch
superclass osteichthyes (organism);order siluriformes (organism);narrowmatch
order spirurida (organism);superfamily thelazioidea (organism);narrowmatch
class secernentea (organism);order spirurida (organism);narrowmatch
phylum nemata (organism);class secernentea (organism);narrowmatch
plasmacytoma - category (morphologic abnormality);solitary plasmacytoma of bone (morphologic abnormality);narrowmatch
general clinical stage for disease and/or neoplasm (qualifier value);histologic grading differentiation and/or behavior (qualifier value);narrowmatch
qualifier value (qualifier value);general clinical stage for disease and/or neoplasm (qualifier value);narrowmatch
adjectival modifier (qualifier value);general adjectival modifier (qualifier value);narrowmatch
adjectival modifier (qualifier value);topographical modifier (qualifier value);narrowmatch
descriptor (qualifier value);adjectival modifier (qualifier value);narrowmatch
epithelial neoplasm (morphologic abnormality);adenoma and/or adenocarcinoma (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);ductal, lobular and/or medullary neoplasm (morphologic abnormality);narrowmatch
benign adenofibroma (morphologic abnormality);benign cystadenofibroma (morphologic abnormality);narrowmatch
benign meningioma (morphologic abnormality);metaplastic meningioma (morphologic abnormality);narrowmatch
benign epithelial neoplasm - category (morphologic abnormality);benign epithelial tumor (morphologic abnormality);narrowmatch
malignant glioma - category (morphologic abnormality);oligodendroglioma (morphologic abnormality);narrowmatch
hydatidiform mole, benign (morphologic abnormality);benign complete hydatidiform mole (morphologic abnormality);narrowmatch
benign perineurioma (morphologic abnormality);benign extraneural soft tissue perineurioma (morphologic abnormality);narrowmatch
benign perineurioma (morphologic abnormality);benign intraneural perineurioma (morphologic abnormality);narrowmatch
benign nerve sheath tumor (morphologic abnormality);benign perineurioma (morphologic abnormality);narrowmatch
benign pituitary adenoma (morphologic abnormality);corticotroph pituitary adenoma (morphologic abnormality);narrowmatch
benign nerve sheath tumor (morphologic abnormality);benign neurofibroma (morphologic abnormality);narrowmatch
benign pituitary adenoma (morphologic abnormality);gonadotroph pituitary adenoma (morphologic abnormality);narrowmatch
benign pituitary adenoma (morphologic abnormality);thyrotroph pituitary adenoma (morphologic abnormality);narrowmatch
benign pituitary adenoma (morphologic abnormality);somatotroph pituitary adenoma (morphologic abnormality);narrowmatch
benign pituitary adenoma (morphologic abnormality);null cell pituitary adenoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);benign pituitary adenoma (morphologic abnormality);narrowmatch
ependymoma - category (morphologic abnormality);malignant ependymoma (morphologic abnormality);narrowmatch
benign myomatous tumor (morphologic abnormality);myoma (morphologic abnormality);narrowmatch
benign osteogenic neoplasm (morphologic abnormality);benign osteoma (morphologic abnormality);narrowmatch
benign sinonasal papilloma (morphologic abnormality);benign exophytic sinonasal papilloma (morphologic abnormality);narrowmatch
benign meningeal neoplasm (morphologic abnormality);benign meningioma (morphologic abnormality);narrowmatch
astrocytoma (morphologic abnormality);cystic astrocytoma (morphologic abnormality);narrowmatch
substance (substance);biological substance (substance);narrowmatch
malignant glioma - category (morphologic abnormality);astrocytoma (morphologic abnormality);narrowmatch
benign adenofibroma (morphologic abnormality);benign papillary adenofibroma (morphologic abnormality);narrowmatch
malignant germ cell neoplasm (morphologic abnormality);malignant teratoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);human papillomavirus-independent adenocarcinoma (morphologic abnormality);narrowmatch
adenocarcinoma in situ (morphologic abnormality);human papillomavirus-independent adenocarcinoma in situ (morphologic abnormality);narrowmatch
benign leiomyomatous neoplasm - category (morphologic abnormality);cotyledonoid dissecting leiomyoma (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);mesonephric-like adenocarcinoma (morphologic abnormality);narrowmatch
solitary fibrous tumor (morphologic abnormality);dedifferentiated solitary fibrous tumor (morphologic abnormality);narrowmatch
adenocarcinoma in situ (morphologic abnormality);human papillomavirus-associated adenocarcinoma in situ (morphologic abnormality);narrowmatch
auditory system subdivision (body structure);structure of peripheral auditory system (body structure);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);human papillomavirus-associated adenocarcinoma (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);benign adrenal cortical tumor (morphologic abnormality);narrowmatch
intravascular leiomyomatosis (morphologic abnormality);intravenous leiomyomatosis (morphologic abnormality);narrowmatch
acute myeloid leukemia, 11q23 abnormalities (morphologic abnormality);"acute myeloid leukemia with t(9;11)(p22;q23); mllt3-mll (morphologic abnormality)";narrowmatch
leiomyomatosis (morphologic abnormality);intravascular leiomyomatosis (morphologic abnormality);narrowmatch
blood group antigen (substance);antigen in ii blood group collection (substance);narrowmatch
benign squamous cell tumor (morphologic abnormality);benign papilloma (morphologic abnormality);narrowmatch
benign fibromatous neoplasm - category (morphologic abnormality);benign fibroma (morphologic abnormality);narrowmatch
blood group antigen (substance);compound blood group antigen (substance);narrowmatch
benign adrenal cortical tumor (morphologic abnormality);benign adrenal cortical adenoma (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);acinar cell neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);giant cell tumor (morphologic abnormality);narrowmatch
neoplasm and/or hamartoma (morphologic abnormality);lymphatic vessel tumor (morphologic abnormality);narrowmatch
neoplasm and/or hamartoma (morphologic abnormality);blood vessel tumor (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);trophoblastic neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);germ cell neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);mesothelial neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);synovial like neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);fibroepithelial neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);complex mixed and/or stromal neoplasm (morphologic abnormality);narrowmatch
soft tissue tumor and/or sarcoma (morphologic abnormality);myomatous neoplasm (morphologic abnormality);narrowmatch
soft tissue tumor and/or sarcoma (morphologic abnormality);lipomatous neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);myxomatous neoplasm (morphologic abnormality);narrowmatch
soft tissue tumor and/or sarcoma (morphologic abnormality);fibromatous neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);soft tissue tumor and/or sarcoma (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);nevus and/or melanoma (morphologic abnormality);narrowmatch
neuroendocrine neoplasm (morphologic abnormality);paraganglioma and/or glomus tumor (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);specialized gonadal neoplasm (morphologic abnormality);narrowmatch
epithelial neoplasm (morphologic abnormality);complex epithelial neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);osseous and/or chondromatous neoplasm (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);bone tumor (morphologic abnormality);narrowmatch
benign adenomatous neoplasm - category (morphologic abnormality);benign tubular adenoma (morphologic abnormality);narrowmatch
central nervous system tumor morphology (morphologic abnormality);glioma (morphologic abnormality);narrowmatch
myeloid neoplasm (morphologic abnormality);malignant myeloproliferative neoplasm (morphologic abnormality);narrowmatch
malignant glioma - category (morphologic abnormality);diffuse intrinsic pontine glioma (morphologic abnormality);narrowmatch
histiocytoma (morphologic abnormality);juvenile histiocytoma (morphologic abnormality);narrowmatch
pineoblastoma (morphologic abnormality);transitional pineal tumor (morphologic abnormality);narrowmatch
chronic eosinophilic leukemia (morphologic abnormality);hypereosinophilic syndrome (morphologic abnormality);narrowmatch
diffuse astrocytoma (morphologic abnormality);diffuse astrocytoma low grade (morphologic abnormality);narrowmatch
smooth muscle tumor (morphologic abnormality);epithelioid smooth muscle tumor of uncertain malignant potential (morphologic abnormality);narrowmatch
smooth muscle tumor (morphologic abnormality);myxoid smooth muscle tumor of uncertain malignant potential (morphologic abnormality);narrowmatch
follicular lymphoma, grade 3 (morphologic abnormality);follicular lymphoma grade 3b (morphologic abnormality);narrowmatch
follicular lymphoma, grade 3 (morphologic abnormality);follicular lymphoma grade 3a (morphologic abnormality);narrowmatch
solitary fibrous tumor (morphologic abnormality);giant cell-rich solitary fibrous tumor (morphologic abnormality);narrowmatch
structure of cardiovascular system (body structure);arterial system structure (body structure);narrowmatch
t-cell lymphoma morphology (morphologic abnormality);specified cutaneous and/or peripheral t cell lymphoma (morphologic abnormality);narrowmatch
non-hodgkin lymphoma - category (morphologic abnormality);malignant lymphoma, follicular and/or nodular (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);granular cell tumor and/or alveolar soft part sarcoma (morphologic abnormality);narrowmatch
nervous system tumor morphology (morphologic abnormality);nerve sheath tumor (morphologic abnormality);narrowmatch
neoplasm (morphologic abnormality);neuroepitheliomatous neoplasm (morphologic abnormality);narrowmatch
fibrohistiocytic neoplasm of borderline malignancy (morphologic abnormality);angiomatoid fibrous histiocytoma (morphologic abnormality);narrowmatch
lipoma morphology (morphologic abnormality);chondroid lipoma (morphologic abnormality);narrowmatch
benign adenofibroma (morphologic abnormality);nephrogenic adenofibroma (morphologic abnormality);narrowmatch
bone structure of radius and/or ulna (body structure);bone structure of ulna (body structure);narrowmatch
cyrnea (organism);cyrnea colini (organism);narrowmatch
renal collecting system structure (body structure);structure of calyx (body structure);narrowmatch
hepatoduodenal ligament structure (body structure);structure of hepatocolic ligament (body structure);narrowmatch
vulval part (body structure);vulval vestibule structure (body structure);narrowmatch
congenital abnormal fusion (morphologic abnormality);congenital fold (morphologic abnormality);narrowmatch
leptomeninges structure (body structure);pia mater structure (body structure);narrowmatch
gingival part (body structure);structure of gum of maxilla (body structure);narrowmatch
navigational concept (navigational concept);tumor-like lesion of nervous system (navigational concept);narrowmatch
inner ear and/or eustachian canal structures (body structure);inner ear structure (body structure);narrowmatch
body part structure (body structure);trunk structure (body structure);narrowmatch
hamartoma (morphologic abnormality);connective tissue nevus (morphologic abnormality);narrowmatch
squamous intraepithelial lesion (morphologic abnormality);high-grade squamous intraepithelial lesion (morphologic abnormality);narrowmatch
effusion (morphologic abnormality);serous effusion (morphologic abnormality);narrowmatch
delusions (finding);paranoid delusion (finding);narrowmatch
gliosis (morphologic abnormality);subependymal gliosis (morphologic abnormality);narrowmatch
innominate bone structure (body structure);bone structure of ilium (body structure);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);adrenal cortical carcinoma (morphologic abnormality);narrowmatch
neurocutaneous syndrome (disorder);vascular neurocutaneous syndrome (disorder);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);mixed acidophil-basophil carcinoma (morphologic abnormality);narrowmatch
high grade glioma (morphologic abnormality);mixed glioma (morphologic abnormality);narrowmatch
lesser metatarsal structure (body structure);second metatarsal structure (body structure);narrowmatch
deoxyribonucleic acid virus (organism);enveloped double-stranded deoxyribonucleic acid virus (organism);narrowmatch
benign germ cell neoplasm (morphologic abnormality);struma ovarii (morphologic abnormality);narrowmatch
therapeutic procedure (procedure);medical therapy (procedure);narrowmatch
external feature of pinna (body structure);antitragus structure (body structure);narrowmatch
squamous cell atypia (morphologic abnormality);squamous intraepithelial lesion (morphologic abnormality);narrowmatch
polyp (morphologic abnormality);fibrinous polyp (morphologic abnormality);narrowmatch
region of breast (body structure);nipple structure (body structure);narrowmatch
acute leukemia - category (morphologic abnormality);acute leukemia, morphology, including blast cell or undifferentiated leukemia (morphologic abnormality);narrowmatch
lipoma morphology (morphologic abnormality);intramuscular lipoma (morphologic abnormality);narrowmatch
neoplasm, benign (morphologic abnormality);meibomian adenoma (morphologic abnormality);narrowmatch
granulomatosis with polyangiitis (disorder);limited granulomatosis with polyangiitis (disorder);narrowmatch
half of mandible (body structure);structure of ramus of mandible (body structure);narrowmatch
disorder of lipoprotein and/or lipid metabolism (disorder);disorder of lipid storage and metabolism (disorder);narrowmatch
primary hyperparathyroidism (disorder);familial primary hyperparathyroidism (disorder);narrowmatch
uterine leiomyoma (disorder);uterine fibroid - baby delivered with postpartum complication (disorder);narrowmatch
hamartoma (morphologic abnormality);cartilaginous hamartoma (morphologic abnormality);narrowmatch
navigational concept (navigational concept);tumor-like lesion of esophagus (navigational concept);narrowmatch
hamartoma (morphologic abnormality);fibrous hamartoma (morphologic abnormality);narrowmatch
brain region (body structure);supratentorial brain structure (body structure);narrowmatch
family papillomaviridae (organism);genus papillomavirus (organism);narrowmatch
adamantinoma of long bones (morphologic abnormality);tibial adamantinoma (morphologic abnormality);narrowmatch
epithelial dysplasia (morphologic abnormality);dyskeratosis (morphologic abnormality);narrowmatch
primary malignant adenomatous neoplasm (morphologic abnormality);insulinoma, malignant (morphologic abnormality);narrowmatch
benign endometrioid tumor (morphologic abnormality);endometrioid adenofibroma (morphologic abnormality);narrowmatch
skin part (body structure);structure of skin region (body structure);narrowmatch
nasopharyngeal wall structure (body structure);structure of superior wall of nasopharynx (body structure);narrowmatch
myeloid-macrophage antibody (substance);granulocyte antibody (substance);narrowmatch
hamartoma (morphologic abnormality);adnexal nevus (morphologic abnormality);narrowmatch
sternum part (body structure);structure of xiphoid process of sternum (body structure);narrowmatch
scrotal and testis structures (body structure);scrotal structure (body structure);narrowmatch
metatarsal bone structure (body structure);first metatarsal structure (body structure);narrowmatch
structure of respiratory system and/or intrathoracic structure (body structure);structure of respiratory system (body structure);narrowmatch
