head;tail;relation
hilus cell tumor (morphologic abnormality);ovarian hilus cell tumor;exactmatch
thymoma, type a (morphologic abnormality);thymoma type a;exactmatch
acinar cell adenoma (morphologic abnormality);acinar cell adenoma;exactmatch
neoplasm of palate (disorder);palate neoplasm;exactmatch
benign neoplasm of rectum (disorder);benign rectal neoplasm;exactmatch
neoplasm of frontal sinus (disorder);frontal sinus neoplasm;exactmatch
squamous cell carcinoma of head and neck (disorder);head and neck squamous cell carcinoma;exactmatch
adenocarcinoma of pancreatic duct (disorder);pancreatic ductal adenocarcinoma;exactmatch
renal medullary carcinoma (morphologic abnormality);kidney medullary carcinoma;exactmatch
pilar tumor (morphologic abnormality);proliferating trichilemmal tumor;exactmatch
juvenile polyp (morphologic abnormality);juvenile polyp;exactmatch
hodgkin's disease, nodular sclerosis - lymphocytic predominance (disorder);hodgkin's disease, nodular sclerosis, lymphocyte predominance;exactmatch
primary malignant neoplasm of islets of langerhans (disorder);pancreatic neuroendocrine carcinoma;exactmatch
atypical neurofibroma (morphologic abnormality);atypical neurofibroma;exactmatch
carcinoma of parotid gland (disorder);parotid gland carcinoma;exactmatch
retinocytoma (morphologic abnormality);retinocytoma;exactmatch
neoplasm of nasopharynx (disorder);nasopharyngeal neoplasm;exactmatch
hydroa vacciniforme-like lymphoma (disorder);hydroa vacciniforme-like lymphoproliferative disorder;exactmatch
cystic basal cell carcinoma (disorder);skin cystic basal cell carcinoma;exactmatch
primary malignant neoplasm of independent multiple sites (disorder);malignant neoplasm of multiple primary sites;exactmatch
neoplasm of facial nerve (disorder);facial nerve neoplasm;exactmatch
astrocytoma of spinal cord (disorder);spinal cord astrocytoma;exactmatch
central odontogenic fibroma (morphologic abnormality);odontogenic fibroma;exactmatch
mucosal lentiginous melanoma (morphologic abnormality);mucosal lentiginous melanoma;exactmatch
benign neoplasm of base of tongue (disorder);benign posterior tongue neoplasm;exactmatch
carcinoma of extrahepatic bile duct (disorder);extrahepatic bile duct carcinoma;exactmatch
mixed acidophil-basophil adenoma (morphologic abnormality);pituitary gland mixed acidophil-basophil adenoma;exactmatch
compound odontoma (morphologic abnormality);compound odontoma;exactmatch
carcinoma in situ of penis (disorder);penile carcinoma in situ;exactmatch
capillary hemangioma of orbit (disorder);orbit capillary hemangioma;exactmatch
acanthomatous ameloblastoma (morphologic abnormality);acanthomatous ameloblastoma;exactmatch
hemangioma of salivary gland (disorder);salivary gland hemangioma;exactmatch
eccrine papillary adenoma of skin (disorder);papillary eccrine adenoma;exactmatch
acute monocytic leukemia, morphology (morphologic abnormality);acute monoblastic leukemia;exactmatch
plexiform ameloblastoma (morphologic abnormality);plexiform ameloblastoma;exactmatch
smooth muscle tumor (morphologic abnormality);smooth muscle neoplasm;exactmatch
seborrheic keratosis (disorder);seborrheic keratosis;exactmatch
serous cystadenoma of ovary (disorder);ovarian serous cystadenoma;exactmatch
metaplastic thymoma (morphologic abnormality);metaplastic thymoma;exactmatch
circumscribed solid basal cell carcinoma (disorder);skin nodular solid basal cell carcinoma;exactmatch
fetal rhabdomyoma (morphologic abnormality);fetal rhabdomyoma;exactmatch
blood vessel neoplasm (morphologic abnormality);blood vessel neoplasm;exactmatch
mucinous cystadenocarcinoma of pancreas (disorder);pancreatic mucinous cystadenocarcinoma;exactmatch
splenic diffuse red pulp small b-cell lymphoma (disorder);splenic diffuse red pulp small b-cell lymphoma;exactmatch
malignant medulloepithelioma of ciliary body (disorder);ciliary body malignant medulloepithelioma;exactmatch
fibroma of ovary (disorder);ovarian fibroma;exactmatch
lymphoepithelial carcinoma (morphologic abnormality);nasopharyngeal-type undifferentiated carcinoma;exactmatch
primary malignant neoplasm of heart (disorder);malignant cardiac neoplasm;exactmatch
papillary mucinous cystadenoma (morphologic abnormality);papillary mucinous cystadenoma;exactmatch
primary malignant neoplasm (disorder);primary malignant neoplasm;exactmatch
lymphoid leukemia, no international classification of diseases for oncology subtype (morphologic abnormality);lymphoid leukemia;exactmatch
malignant mastocytosis (morphologic abnormality);malignant mastocytosis;exactmatch
malignant tumor of esophagus (disorder);malignant esophageal neoplasm;exactmatch
tumor of hypothalamus (disorder);hypothalamic neoplasm;exactmatch
trichoblastoma (morphologic abnormality);trichoblastoma;exactmatch
neoplasm of epidural space (disorder);epidural spinal canal neoplasm;exactmatch
myh-associated polyposis (disorder);familial adenomatous polyposis;exactmatch
malignant tumor of nasopharynx (disorder);nasopharyngeal carcinoma;exactmatch
intravenous leiomyomatosis (morphologic abnormality);uterine corpus intravenous leiomyomatosis;exactmatch
hodgkin's granuloma (disorder);hodgkin's granuloma;exactmatch
verruciform xanthoma of skin (disorder);cutaneous verruciform xanthoma;exactmatch
polyembryoma (disorder);gonadal polyembryoma;exactmatch
malignant mastocytosis (morphologic abnormality);systemic mastocytosis;exactmatch
leiomyoma of small intestine (disorder);small intestinal leiomyoma;exactmatch
indolent systemic mastocytosis (disorder);indolent systemic mastocytosis;exactmatch
malignant neoplasm of gastrointestinal tract (disorder);malignant digestive system neoplasm;exactmatch
tenosynovial giant cell tumor (morphologic abnormality);tenosynovial giant cell tumor;exactmatch
ependymoma of brain (disorder);ependymal tumor of brain;exactmatch
neoplasm of endocrine system (disorder);endocrine neoplasm;exactmatch
primary malignant neoplasm of muscle (disorder);malignant muscle neoplasm;exactmatch
perifollicular fibroma (disorder);perifollicular fibroma;exactmatch
myeloid leukemia (disorder);myeloid leukemia;exactmatch
malignant tumor of oropharynx (disorder);malignant oropharyngeal neoplasm;exactmatch
peripheral neuroectodermal tumor (morphologic abnormality);peripheral primitive neuroectodermal tumor;exactmatch
kaposi's sarcoma of skin (disorder);skin kaposi sarcoma;exactmatch
chronic eosinophilic leukemia (morphologic abnormality);chronic eosinophilic leukemia, not otherwise specified;exactmatch
secondary malignant neoplasm of sternum (disorder);metastatic malignant neoplasm in the sternum;exactmatch
pilocytic astrocytoma of cerebellum (disorder);cerebellar pilocytic astrocytoma;exactmatch
malignant mastocytosis (disorder);mast cell sarcoma;exactmatch
malignant tumor of islets of langerhans (disorder);pancreatic neuroendocrine carcinoma;exactmatch
placental site trophoblastic tumor (disorder);placental-site gestational trophoblastic tumor;exactmatch
glioblastoma, no international classification of diseases for oncology subtype (morphologic abnormality);glioblastoma, not otherwise specified;exactmatch
langerhans cell histiocytosis (disorder);hand-schuller-christian disease;exactmatch
benign neoplasm of cornea (disorder);benign corneal neoplasm;exactmatch
gangliocytic paraganglioma (morphologic abnormality);paraganglioma;exactmatch
neoplasm of middle ear (disorder);middle ear neoplasm;exactmatch
malignant tumor of cervical part of esophagus (disorder);malignant neoplasm of the cervical esophagus;exactmatch
congenital pigmented melanocytic nevus of skin (disorder);congenital melanocytic nevus;exactmatch
dysgerminoma of ovary (disorder);ovarian dysgerminoma;exactmatch
papillary fibroelastoma (disorder);papillary fibroelastoma;exactmatch
primary malignant neoplasm of ovary (disorder);malignant ovarian neoplasm;exactmatch
atypical adenoma (morphologic abnormality);atypical adenoma;exactmatch
megakaryocytic leukemia (disorder);acute megakaryoblastic leukemia;exactmatch
osteochondroma (morphologic abnormality);osteochondroma;exactmatch
ganglioneuroma (disorder);gangliocytoma;exactmatch
carcinoma of endocrine pancreas (disorder);pancreatic neuroendocrine carcinoma;exactmatch
neoplasm of ear (disorder);ear neoplasm;exactmatch
endocrine mucin-producing sweat gland carcinoma (morphologic abnormality);endocrine mucin-producing sweat gland carcinoma;exactmatch
multiple endocrine neoplasia, type 1 (disorder);multiple endocrine neoplasia type 1;exactmatch
carcinoma of colon, stage iv (finding);stage iv colon cancer ajcc v6;exactmatch
french-american-british type m5a (qualifier value);acute monoblastic leukemia;exactmatch
neoplasm of orbit proper (disorder);orbit neoplasm;exactmatch
traditional serrated adenoma (morphologic abnormality);traditional serrated adenoma;exactmatch
intraductal carcinoma, noninfiltrating, no international classification of diseases for oncology subtype (morphologic abnormality);breast ductal carcinoma in situ, high grade;exactmatch
squamous cell carcinoma of anal margin (disorder);anal carcinoma;exactmatch
acantholytic acanthoma (morphologic abnormality);acantholytic acanthoma;exactmatch
malignant hematopoietic neoplasm (morphologic abnormality);hematopoietic and lymphoid cell neoplasm;exactmatch
hidradenoma of skin (disorder);nodular hidradenoma;exactmatch
parachordoma (morphologic abnormality);parachordoma;exactmatch
papilloma of buccal mucosa (disorder);buccal squamous cell papilloma;exactmatch
spider nevus (disorder);capillary hemangioma;exactmatch
large b-cell lymphoma arising in human herpesvirus type 8 associated multicentric castleman disease (morphologic abnormality);diffuse large b-cell lymphoma arising in hhv8-positive multicentric castleman disease;exactmatch
keratinizing squamous cell carcinoma of nasopharynx (disorder);nasopharyngeal keratinizing squamous cell carcinoma;exactmatch
neoplasm of pleura (disorder);pleural neoplasm;exactmatch
malignant vascular tumor of skin (disorder);malignant skin vascular neoplasm;exactmatch
second primary cancer (disorder);second primary malignant neoplasm;exactmatch
intravascular large b-cell lymphoma (disorder);intravascular large b-cell lymphoma;exactmatch
metastatic neuroblastoma (disorder);stage 4 neuroblastoma;exactmatch
invasive hydatidiform mole (disorder);invasive hydatidiform mole;exactmatch
acute myeloid leukemia - category (morphologic abnormality);acute myeloid leukemia;exactmatch
congenital giant pigmented nevus of skin (disorder);giant congenital nevus;exactmatch
juvenile myelomonocytic leukemia (disorder);juvenile myelomonocytic leukemia;exactmatch
malignant tumor of frontal sinus (disorder);malignant frontal sinus neoplasm;exactmatch
subcutaneous panniculitic t-cell lymphoma (morphologic abnormality);subcutaneous panniculitis-like t-cell lymphoma;exactmatch
basal cell tumor, uncertain whether benign or malignant (morphologic abnormality);basal cell neoplasm;exactmatch
primary malignant neoplasm of endometrium (disorder);endometrial carcinoma;exactmatch
refractory cytopenia with multilineage dysplasia (morphologic abnormality);refractory cytopenia of childhood;exactmatch
plexiform schwannoma (disorder);plexiform schwannoma;exactmatch
neuroblastoma of brain (disorder);central nervous system neuroblastoma;exactmatch
mixed cell adenoma (morphologic abnormality);mixed cell adenoma;exactmatch
therapy-related acute myeloid leukemia and myelodysplastic syndrome (morphologic abnormality);therapy-related myeloid neoplasm;exactmatch
primary malignant neoplasm of myocardium (disorder);malignant myocardial neoplasm;exactmatch
lymphoproliferative disorder (disorder);lymphoproliferative disorder;exactmatch
genital rhabdomyoma (morphologic abnormality);genital rhabdomyoma;exactmatch
kaposi sarcoma of colon (disorder);colon kaposi sarcoma;exactmatch
chondromatosis (disorder);chondromatosis;exactmatch
functionless pituitary adenoma (disorder);non-functioning pituitary gland adenoma;exactmatch
dermoid cyst (morphologic abnormality);dermoid cyst;exactmatch
angioma serpiginosum (disorder);angioma serpiginosum;exactmatch
mucous polyp of cervix (disorder);mucous polyp of cervix;exactmatch
neoplasm of gum (disorder);gingival neoplasm;exactmatch
malignant tumor of lower third of esophagus (disorder);malignant neoplasm of the lower third of the esophagus;exactmatch
indolent t-cell lymphoproliferative disorder of gastrointestinal tract (disorder);indolent t-cell lymphoproliferative disorder of the gastrointestinal tract;exactmatch
balloon cell melanoma (morphologic abnormality);balloon cell melanoma;exactmatch
odontogenic myxoma (morphologic abnormality);odontogenic myxofibroma;exactmatch
rhabdomyosarcoma of cervix uteri (disorder);cervical rhabdomyosarcoma;exactmatch
mastocytoma (disorder);solitary mastocytoma of the skin;exactmatch
fibrous hamartoma (morphologic abnormality);fibrous hamartoma of infancy;exactmatch
cystic tumor of atrio-ventricular node (morphologic abnormality);cystic tumor of the atrioventricular node;exactmatch
pilomyxoid astrocytoma (morphologic abnormality);pilomyxoid astrocytoma;exactmatch
chordoma (morphologic abnormality);chordoma;exactmatch
melanocytic matricoma (morphologic abnormality);melanocytic matricoma;exactmatch
metastatic hepatocellular carcinoma (morphologic abnormality);metastatic hepatocellular carcinoma;exactmatch
squamous cell carcinoma of anal margin (disorder);anal margin carcinoma;exactmatch
spindle epithelial tumor with thymus-like element (morphologic abnormality);thyroid gland spindle cell tumor with thymus-like differentiation;exactmatch
adenocarcinoma in adenomatous polyp (disorder);adenocarcinoma in adenomatous polyp;exactmatch
intestinal polyposis syndrome (disorder);intestinal polyposis syndrome;exactmatch
primary malignant neoplasm of endocardium (disorder);malignant endocardial neoplasm;exactmatch
large cell neuroendocrine carcinoma (morphologic abnormality);large cell neuroendocrine carcinoma;exactmatch
atypical fibrous histiocytoma (morphologic abnormality);atypical fibroxanthoma;exactmatch
benign neoplasm of soft tissue (disorder);benign soft tissue neoplasm;exactmatch
carcinoma in situ of skin (disorder);stage 0 skin cancer;exactmatch
pheochromocytoma (morphologic abnormality);adrenal gland pheochromocytoma;exactmatch
malignant tumor of adrenal gland (disorder);malignant adrenal gland neoplasm;exactmatch
cartilaginous hamartoma (morphologic abnormality);cartilaginous hamartoma;exactmatch
clear cell adenofibroma (morphologic abnormality);clear cell cystadenofibroma;exactmatch
pigmented nevus, no international classification of diseases for oncology subtype (morphologic abnormality);benign skin melanocytic nevus;exactmatch
androblastoma, benign (morphologic abnormality);well differentiated ovarian sertoli-leydig cell tumor;exactmatch
non-hodgkin lymphoma, no international classification of diseases for oncology subtype (morphologic abnormality);b-cell neoplasm;exactmatch
nodulo-ulcerative basal cell carcinoma (disorder);skin nodulo-ulcerative basal cell carcinoma;exactmatch
nodal marginal zone b-cell lymphoma (morphologic abnormality);nodal marginal zone lymphoma;exactmatch
plasmablastic lymphoma (disorder);plasmablastic lymphoma;exactmatch
epithelioid hemangioendothelioma of lung (disorder);lung epithelioid hemangioendothelioma;exactmatch
accelerated phase chronic myeloid leukemia (disorder);accelerated phase chronic myelogenous leukemia, bcr-abl1 positive;exactmatch
lymphoid leukemia in remission (disorder);lymphoid leukemia in remission;exactmatch
squamous cell carcinoma of bronchus (disorder);bronchogenic carcinoma;exactmatch
benign fibrohistiocytic neoplasm (disorder);benign fibrohistiocytic neoplasm;exactmatch
leiomyosarcoma of esophagus (disorder);esophageal leiomyosarcoma;exactmatch
adenocarcinoma with cartilaginous and osseous metaplasia (morphologic abnormality);adenocarcinoma with cartilaginous and osseous metaplasia;exactmatch
secondary malignant neoplasm of larynx (disorder);metastatic malignant neoplasm in the larynx;exactmatch
acinar cell neoplasm (morphologic abnormality);acinar cell neoplasm;exactmatch
osteoid osteoma (morphologic abnormality);osteoid osteoma;exactmatch
carcinomatosis (disorder);carcinomatosis;exactmatch
high grade prostatic intraepithelial neoplasia (disorder);grade iii prostatic intraepithelial neoplasia;exactmatch
"b lymphoblastic leukemia lymphoma with t(12;21) (p13;q22); tel/aml1 (etv6-runx1) (disorder)";"b lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1); etv6-runx1";exactmatch
small cell osteosarcoma (morphologic abnormality);small cell osteosarcoma;exactmatch
malignant granular cell tumor (disorder);malignant granular cell tumor;exactmatch
epithelioid mesothelioma, malignant (morphologic abnormality);epithelioid mesothelioma;exactmatch
cystadenocarcinoma of kidney (disorder);multilocular cystic renal neoplasm of low malignant potential;exactmatch
adenocarcinoma with cartilaginous and osseous metaplasia (morphologic abnormality);adenocarcinoma with osseous metaplasia;exactmatch
malignant tumor of external ear (disorder);malignant external ear neoplasm;exactmatch
carcinoma of stomach due to epstein-barr virus disease (disorder);ebv-related gastric carcinoma;exactmatch
malignant blue nevus of skin (disorder);melanoma arising from blue nevus;exactmatch
"mixed phenotype acute leukemia with t(v;11q23); mll rearranged (morphologic abnormality)";"mixed phenotype acute leukemia with t(v;11q23.3); mll rearranged";exactmatch
infantile fibrosarcoma (morphologic abnormality);infantile fibrosarcoma;exactmatch
small cell glioblastoma (morphologic abnormality);small cell glioblastoma;exactmatch
primary malignant neoplasm of parathyroid gland (disorder);malignant parathyroid gland neoplasm;exactmatch
dermatofibrosarcoma (morphologic abnormality);dermatofibrosarcoma protuberans;exactmatch
neoplasm of parotid gland (disorder);parotid gland neoplasm;exactmatch
neoplasm of uterus (disorder);uterine neoplasm;exactmatch
racemose aneurysm (morphologic abnormality);arteriovenous malformation/hemangioma;exactmatch
fibroepithelial polyp (morphologic abnormality);fibroepithelial polyp;exactmatch
hemangiopericytoma (morphologic abnormality);hemangiopericytoma;exactmatch
villous adenoma (morphologic abnormality);villous adenoma;exactmatch
carcinoid tumor of lung (disorder);lung carcinoid tumor;exactmatch
neoplasm of lymph node (disorder);lymph node neoplasm;exactmatch
malignant chondroid syringoma (morphologic abnormality);malignant mixed tumor of the skin;exactmatch
secondary malignant neoplasm of thymus (disorder);metastatic malignant neoplasm in the thymus;exactmatch
metatypical carcinoma (morphologic abnormality);skin basosquamous cell carcinoma;exactmatch
adenocarcinoma with metaplasia (morphologic abnormality);adenocarcinoma with metaplasia;exactmatch
carcinoma of fundus of stomach (disorder);gastric fundus carcinoma;exactmatch
malignant tumor of rectum (disorder);rectal carcinoma;exactmatch
trabecular adenoma (morphologic abnormality);trabecular adenoma;exactmatch
mixed squamous cell and glandular papilloma (morphologic abnormality);complex epithelial neoplasm;exactmatch
malignant myoepithelioma (morphologic abnormality);malignant myoepithelioma;exactmatch
melanocytic neoplasm (disorder);melanocytic neoplasm;exactmatch
atypical fibroxanthoma of skin (disorder);atypical fibroxanthoma;exactmatch
meningioma, malignant (morphologic abnormality);leptomeningeal sarcoma;exactmatch
pigmented villonodular synovitis (disorder);tenosynovial giant cell tumor;exactmatch
lentigo maligna (disorder);lentigo maligna;exactmatch
neoplasm of fallopian tube (disorder);fallopian tube neoplasm;exactmatch
clear cell hidradenoma (morphologic abnormality);poroma;exactmatch
lymphoid leukemia (disorder);lymphoid leukemia;exactmatch
primary cutaneous lymphoma (morphologic abnormality);primary cutaneous lymphoma;exactmatch
carcinoma of esophagus (disorder);esophageal carcinoma;exactmatch
gangliocytoma (morphologic abnormality);ganglioneuroma;exactmatch
primary malignant neoplasm of appendix (disorder);malignant appendix neoplasm;exactmatch
dermoid tumor (morphologic abnormality);dermoid cyst;exactmatch
carcinoma of fallopian tube (disorder);fallopian tube carcinoma;exactmatch
plaque-like cd34 positive dermal fibroma (morphologic abnormality);plaque-like cd34-positive dermal fibroma;exactmatch
polyp of middle ear (disorder);middle ear polyp;exactmatch
neoplasm of heart (disorder);heart neoplasm;exactmatch
seborrheic keratosis of eyelid (disorder);eyelid seborrheic keratosis;exactmatch
pilocytic astrocytoma (morphologic abnormality);pilocytic astrocytoma;exactmatch
malignant tumor of urethra (disorder);urethral carcinoma;exactmatch
carcinoma, metastatic (morphologic abnormality);secondary neoplasm;exactmatch
halo nevus (morphologic abnormality);regressing nevus;exactmatch
subependymal giant cell astrocytoma (morphologic abnormality);subependymal giant cell astrocytoma;exactmatch
malignant tumor of bronchus (disorder);bronchogenic carcinoma;exactmatch
pigmented dermatofibrosarcoma protuberans (morphologic abnormality);pigmented dermatofibrosarcoma protuberans;exactmatch
spindle cell hemangioma (disorder);spindle cell hemangioma;exactmatch
adenosarcoma (morphologic abnormality);wilms tumor;exactmatch
blue nevus (morphologic abnormality);blue nevus;exactmatch
therapy-related acute myeloid leukemia and myelodysplastic syndrome (morphologic abnormality);alkylating agent-related acute myeloid leukemia;exactmatch
hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites (disorder);ann arbor stage iii nodular sclerosis classic hodgkin lymphoma;exactmatch
ossifying fibroma, calcified structure (morphologic abnormality);cemento-ossifying fibroma;exactmatch
intramuscular lipoma (morphologic abnormality);intramuscular lipoma;exactmatch
benign neoplasm of pancreas (disorder);benign pancreatic neoplasm;exactmatch
soft tissue tumor, benign (morphologic abnormality);benign soft tissue neoplasm;exactmatch
malignant neoplasm of adrenal cortex (disorder);malignant adrenal cortex neoplasm;exactmatch
precursor cell lymphoblastic leukemia (morphologic abnormality);acute lymphoblastic leukemia;exactmatch
malignant lymphoma (disorder);lymphoma;exactmatch
pseudolymphoma (disorder);cutaneous pseudolymphoma;exactmatch
epithelial dysplasia (morphologic abnormality);intraepithelial neoplasia;exactmatch
leiomyosarcoma of cervix uteri (disorder);cervical leiomyosarcoma;exactmatch
lymphomatoid granulomatosis (morphologic abnormality);angiocentric immunoproliferative lesion;exactmatch
hodgkin lymphoma, nodular lymphocyte predominance (morphologic abnormality);hodgkin lymphoma;exactmatch
refractory cytopenia with multilineage dysplasia (morphologic abnormality);myelodysplastic syndrome with multilineage dysplasia;exactmatch
neoplasm of mediastinum (disorder);mediastinal neoplasm;exactmatch
neoplasm of small intestine (disorder);small intestinal neoplasm;exactmatch
giant cell tumor of soft parts (morphologic abnormality);giant cell tumor of soft tissue;exactmatch
connective tissue nevus of skin (disorder);connective tissue nevus;exactmatch
venous hemangioma (morphologic abnormality);venous hemangioma;exactmatch
spindle cell squamous carcinoma of skin (disorder);spindle cell squamous cell carcinoma;exactmatch
spindle cell rhabdomyosarcoma (morphologic abnormality);spindle cell rhabdomyosarcoma;exactmatch
alveolar soft part sarcoma (morphologic abnormality);alveolar soft part sarcoma;exactmatch
papilloma of eyelid (disorder);eyelid papilloma;exactmatch
seminoma (disorder);testicular seminoma;exactmatch
polyp of corpus uteri (disorder);uterine polyp;exactmatch
papillary transitional cell carcinoma (morphologic abnormality);papillary transitional cell carcinoma;exactmatch
acute myeloid leukemia, m6 type (morphologic abnormality);acute erythroid leukemia;exactmatch
salivary duct carcinoma (morphologic abnormality);salivary duct carcinoma;exactmatch
fordyce angiokeratoma of scrotum (disorder);angiokeratoma of fordyce;exactmatch
malignant neoplasm of mandible (disorder);malignant neoplasm of lower jaw bone;exactmatch
odontogenic ghost cell carcinoma (disorder);ghost cell odontogenic carcinoma;exactmatch
primary leiomyosarcoma (disorder);localized leiomyosarcoma;exactmatch
desmoplastic trichoepithelioma (disorder);desmoplastic trichoepithelioma;exactmatch
astrocytoma of retina (disorder);retinocytoma;exactmatch
carcinoma ex pleomorphic adenoma of parotid gland (disorder);parotid gland carcinoma ex pleomorphic adenoma;exactmatch
mantle cell lymphoma of spleen (disorder);splenic mantle cell lymphoma;exactmatch
malignant neoplasm of eyelid (disorder);malignant eyelid neoplasm;exactmatch
histiocytosis (morphologic abnormality);histiocytosis;exactmatch
epithelioid malignant nerve sheath tumor (disorder);epithelioid malignant peripheral nerve sheath tumor;exactmatch
intraductal papilloma (morphologic abnormality);intraductal papilloma;exactmatch
embryonal sarcoma of liver (disorder);liver embryonal sarcoma;exactmatch
nodular melanoma (morphologic abnormality);cutaneous nodular melanoma;exactmatch
flat adenoma (morphologic abnormality);flat adenoma;exactmatch
malignant tumor of eye (disorder);malignant eye neoplasm;exactmatch
round cell liposarcoma (disorder);round cell liposarcoma;exactmatch
benign tumor of nasopharynx (disorder);benign nasopharyngeal neoplasm;exactmatch
secondary malignant neoplasm of bone marrow (disorder);metastatic malignant neoplasm in the bone marrow;exactmatch
lymphomatous meningitis (disorder);metastatic malignant neoplasm in the leptomeninges;exactmatch
nodal peripheral t-cell lymphoma with t follicular helper phenotype (morphologic abnormality);nodal peripheral t-cell lymphoma with tfh phenotype;exactmatch
hodgkin's disease, nodular sclerosis - lymphocytic depletion (disorder);hodgkin's disease, nodular sclerosis, lymphocyte depletion;exactmatch
adrenal cortical adenoma, pigmented (morphologic abnormality);pigmented adrenal cortex adenoma;exactmatch
spider nevus (disorder);angioma serpiginosum;exactmatch
syringofibroadenoma (morphologic abnormality);syringofibroadenoma;exactmatch
angiofibroma, no international classification of diseases for oncology subtype (morphologic abnormality);giant cell angiofibroma;exactmatch
squamous cell carcinoma of buccal mucosa (disorder);buccal mucosa squamous cell carcinoma;exactmatch
eccrine hidradenoma of skin (disorder);clear cell hidradenoma;exactmatch
neurofibromatosis (morphologic abnormality);neurofibromatosis;exactmatch
pulmonary blastoma (morphologic abnormality);pulmonary blastoma;exactmatch
mucin-producing adenocarcinoma (morphologic abnormality);mucin-producing carcinoma;exactmatch
null cell pituitary adenoma (morphologic abnormality);non-functioning pituitary gland adenoma;exactmatch
epithelial neoplasm of skin (disorder);epithelial skin neoplasm;exactmatch
renal medullary carcinoma (disorder);kidney medullary carcinoma;exactmatch
tubulovillous adenoma of rectum (disorder);rectal tubulovillous adenoma;exactmatch
pigmented villonodular synovitis (disorder);tenosynovial giant cell tumor, diffuse type;exactmatch
angiokeratoma of mibelli (disorder);angiokeratoma of mibelli;exactmatch
mixed tumor, malignant (morphologic abnormality);malignant mixed tumor of the skin;exactmatch
diffuse midline glioma, point mutation k27m in histone h3 (morphologic abnormality);diffuse midline glioma, h3 k27m-mutant;exactmatch
myeloid neoplasm (morphologic abnormality);myeloid neoplasm;exactmatch
secondary malignant neoplasm of breast (disorder);metastatic malignant neoplasm in the breast;exactmatch
multiple eruptive juvenile xanthogranuloma (disorder);juvenile xanthogranuloma;exactmatch
skin tag (disorder);skin tag;exactmatch
adenocarcinoma of bladder (disorder);bladder adenocarcinoma;exactmatch
secondary malignant neoplasm of oropharynx (disorder);metastatic malignant neoplasm in the oropharynx;exactmatch
cellular schwannoma (disorder);cellular schwannoma;exactmatch
serous cystadenocarcinoma of pancreas (disorder);pancreatic serous cystadenocarcinoma;exactmatch
malignant lymphoma, centroblastic type, follicular (disorder);malignant lymphoma centroblastic, follicular;exactmatch
papillary cystadenocarcinoma (morphologic abnormality);papillary cystadenocarcinoma;exactmatch
deep histiocytoma (morphologic abnormality);deep fibrous histiocytoma;exactmatch
optic nerve glioma (disorder);optic nerve glioma;exactmatch
dendritic cell sarcoma (morphologic abnormality);dendritic cell tumor, not otherwise specified;exactmatch
langerhans cell histiocytosis, no international classification of diseases for oncology subtype (morphologic abnormality);langerhans cell histiocytosis;exactmatch
trichilemmal carcinoma (disorder);trichilemmal carcinoma;exactmatch
amyloid light-chain amyloidosis (disorder);primary amyloidosis;exactmatch
angiosarcoma (disorder);angiosarcoma;exactmatch
plasma cell leukemia, morphology (morphologic abnormality);plasma cell leukemia;exactmatch
spindle cell rhabdomyosarcoma (morphologic abnormality);sclerosing rhabdomyosarcoma;exactmatch
chronic eosinophilic leukemia (disorder);chronic eosinophilic leukemia, not otherwise specified;exactmatch
secondary malignant neoplasm of thyroid gland (disorder);metastatic malignant neoplasm in the thyroid gland;exactmatch
dermatofibrosarcoma protuberans (disorder);dermatofibrosarcoma protuberans;exactmatch
mast cell leukemia (disorder);mast cell leukemia;exactmatch
benign neoplasm of body of uterus (disorder);benign uterine corpus neoplasm;exactmatch
spindle cell squamous carcinoma of skin (disorder);skin spindle cell squamous cell carcinoma;exactmatch
myxoinflammatory fibroblastic sarcoma (morphologic abnormality);myxoinflammatory fibroblastic sarcoma;exactmatch
"b lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); bcr-abl1 (morphologic abnormality)";"b lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2); bcr-abl1";exactmatch
malignant teratoma (morphologic abnormality);immature teratoma;exactmatch
neoplasm of maxillary sinus (disorder);maxillary sinus neoplasm;exactmatch
exaggerated placental site (morphologic abnormality);exaggerated placental site;exactmatch
malignant eccrine spiradenoma of skin (disorder);spiradenocarcinoma;exactmatch
acute myeloid leukemia, 11q23 abnormalities (morphologic abnormality);acute myeloid leukemia with mll rearrangement;exactmatch
malignant melanoma of anus (disorder);anal melanoma;exactmatch
oxyphilic adenocarcinoma (morphologic abnormality);oncocytic adenocarcinoma;exactmatch
malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation (morphologic abnormality);malignant triton tumor;exactmatch
hyperplastic polyposis syndrome (disorder);colorectal serrated polyposis;exactmatch
high grade glandular intraepithelial neoplasia (morphologic abnormality);grade iii glandular intraepithelial neoplasia;exactmatch
non-hodgkin's lymphoma (disorder);non-hodgkin lymphoma;exactmatch
pilomatrix carcinoma (morphologic abnormality);pilomatrical carcinoma;exactmatch
primary mediastinal (thymic) large b-cell lymphoma (disorder);primary mediastinal (thymic) large b-cell lymphoma;exactmatch
adenocarcinoma in adenomatous polyp (morphologic abnormality);adenocarcinoma in adenomatous polyp;exactmatch
