head;relation;tail
disease;narrowmatch;rare non-syndromic intellectual disability
rare genetic disease;narrowmatch;rare genetic eye disease
group of disorders;narrowmatch;rare genetic eye disease
group of disorders;narrowmatch;rare urogenital disease
disease;narrowmatch;alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome
morphological anomaly;narrowmatch;familial isolated congenital asplenia
disease;narrowmatch;african tick typhus
disease;narrowmatch;porphyria cutanea tarda
disease;narrowmatch;x-linked charcot-marie-tooth disease type 2
disease;narrowmatch;x-linked charcot-marie-tooth disease type 1
clinical subtype;narrowmatch;unilateral hemispheric polymicrogyria
disease;narrowmatch;autosomal dominant spastic paraplegia type 10
disease;narrowmatch;autosomal dominant palmoplantar keratoderma and congenital alopecia
disease;narrowmatch;dentatorubral pallidoluysian atrophy
disease;narrowmatch;autosomal dominant spastic paraplegia type 19
disease;narrowmatch;autosomal dominant spastic paraplegia type 17
disease;narrowmatch;x-linked spastic paraplegia type 16
disease;narrowmatch;autosomal recessive spastic paraplegia type 15
disease;narrowmatch;autosomal recessive spastic paraplegia type 14
disease;narrowmatch;autosomal dominant spastic paraplegia type 13
disease;narrowmatch;autosomal dominant spastic paraplegia type 12
disease;narrowmatch;autosomal dominant spastic paraplegia type 8
clinical subtype;narrowmatch;bilateral frontoparietal polymicrogyria
disease;narrowmatch;autosomal dominant spastic paraplegia type 6
disease;narrowmatch;autosomal recessive spastic paraplegia type 5a
disease;narrowmatch;autosomal dominant spastic paraplegia type 4
disease;narrowmatch;autosomal dominant spastic paraplegia type 3
group of disorders;narrowmatch;autosomal recessive pure spastic paraplegia
pure hereditary spastic paraplegia;narrowmatch;autosomal recessive pure spastic paraplegia
group of disorders;narrowmatch;autosomal recessive complex spastic paraplegia
complex hereditary spastic paraplegia;narrowmatch;autosomal recessive complex spastic paraplegia
group of disorders;narrowmatch;autosomal dominant pure spastic paraplegia
disease;narrowmatch;autosomal recessive spastic paraplegia type 20
disease;narrowmatch;autosomal recessive spastic paraplegia type 21
disease;narrowmatch;autosomal recessive spastic paraplegia type 23
disease;narrowmatch;autosomal recessive spastic paraplegia type 24
disease;narrowmatch;congenital stromal corneal dystrophy
morphological anomaly;narrowmatch;situs inversus totalis
etiological subtype;narrowmatch;familial hypocalciuric hypercalcemia type 3
etiological subtype;narrowmatch;familial hypocalciuric hypercalcemia type 2
disease;narrowmatch;autosomal dominant epilepsy with auditory features
clinical subtype;narrowmatch;congenital aortic valve dysplasia
clinical subtype;narrowmatch;familial hypofibrinogenemia
disease;narrowmatch;female restricted epilepsy with intellectual disability
clinical subtype;narrowmatch;subependymal nodular heterotopia
clinical subtype;narrowmatch;sub-cortical nodular heterotopia
disease;narrowmatch;transaldolase deficiency
morphological anomaly;narrowmatch;cleft hard palate
disease;narrowmatch;autosomal dominant spastic paraplegia type 31
disease;narrowmatch;autosomal spastic paraplegia type 30
disease;narrowmatch;autosomal dominant spastic paraplegia type 29
disease;narrowmatch;autosomal recessive spastic paraplegia type 28
disease;narrowmatch;autosomal recessive spastic paraplegia type 27
disease;narrowmatch;autosomal recessive spastic paraplegia type 26
disease;narrowmatch;autosomal recessive spastic paraplegia type 25
clinical subtype;narrowmatch;ankyloblepharon filiforme adnatum-cleft palate syndrome
malformation syndrome;narrowmatch;dental ankylosis
malformation syndrome;narrowmatch;microphthalmia with brain and digit anomalies
group of disorders;narrowmatch;congenital disorder of glycosylation
disease;narrowmatch;corneal endotheliitis
disease;narrowmatch;herpes simplex virus stromal keratitis
disease;narrowmatch;neurotrophic keratopathy
disease;narrowmatch;infectious epithelial keratitis
disease;narrowmatch;vulvar intraepithelial neoplasia
particular clinical situation in a disease or syndrome;narrowmatch;neonatal hypoxic and ischemic brain injury
malformation syndrome;narrowmatch;cataract-hypertrichosis-intellectual disability syndrome
malformation syndrome;narrowmatch;cataract-aberrant oral frenula-growth delay syndrome
rare inborn errors of metabolism;narrowmatch;congenital disorder of glycosylation
disease;narrowmatch;congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome
malformation syndrome;narrowmatch;segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome
disease;narrowmatch;cataract-ataxia-deafness syndrome
disease;narrowmatch;autosomal recessive palmoplantar keratoderma and congenital alopecia
biological anomaly;narrowmatch;carnosinase deficiency
disease;narrowmatch;cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy
disease;narrowmatch;carney complex
malformation syndrome;narrowmatch;carey-fineman-ziter syndrome
malformation syndrome;narrowmatch;congenital heart defect-round face-developmental delay syndrome
malformation syndrome;narrowmatch;heart defects-limb shortening syndrome
malformation syndrome;narrowmatch;atrioventricular defect-blepharophimosis-radial and anal defect syndrome
malformation syndrome;narrowmatch;legius syndrome
disease;narrowmatch;nephrogenic systemic fibrosis
disease;narrowmatch;x-linked intellectual disability-cerebellar hypoplasia syndrome
disease;narrowmatch;asherman syndrome
disease;narrowmatch;arachnoiditis
disease;narrowmatch;macular amyloidosis
disease;narrowmatch;nodular cutaneous amyloidosis
other dermis disorder;narrowmatch;primary cutaneous amyloidosis
group of disorders;narrowmatch;primary cutaneous amyloidosis
malformation syndrome;narrowmatch;lethal congenital contracture syndrome type 3
malformation syndrome;narrowmatch;lethal congenital contracture syndrome type 2
disease;narrowmatch;neurological conditions associated with aminoacylase 1 deficiency
malformation syndrome;narrowmatch;cataract-microcornea syndrome
disease;narrowmatch;hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
malformation syndrome;narrowmatch;intractable diarrhea-choanal atresia-eye anomalies syndrome
disease;narrowmatch;spondyloepiphyseal dysplasia with metatarsal shortening
disease;narrowmatch;histiocytoid cardiomyopathy
disease;narrowmatch;pellucid marginal degeneration
malformation syndrome;narrowmatch;capillary malformation-arteriovenous malformation
clinical subtype;narrowmatch;hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome
malformation syndrome;narrowmatch;overgrowth-macrocephaly-facial dysmorphism syndrome
disease;narrowmatch;lung fibrosis-immunodeficiency-46,xx gonadal dysgenesis syndrome
malformation syndrome;narrowmatch;cardiac anomalies-heterotaxy syndrome
disease;narrowmatch;glycogen storage disease due to muscle and heart glycogen synthase deficiency
malformation syndrome;narrowmatch;heart-hand syndrome type 2
disease;narrowmatch;cach syndrome
malformation syndrome;narrowmatch;mitochondrial dna-related cardiomyopathy and hearing loss
malformation syndrome;narrowmatch;feingold syndrome
malformation syndrome;narrowmatch;campomelia, cumming type
disease;narrowmatch;symmetrical thalamic calcifications
disease;narrowmatch;infantile choroidocerebral calcification syndrome
malformation syndrome;narrowmatch;caffey disease
disease;narrowmatch;budd-chiari syndrome
morphological anomaly;narrowmatch;medullary sponge kidney
malformation syndrome;narrowmatch;c syndrome
malformation syndrome;narrowmatch;distal limb deficiencies-micrognathia syndrome
malformation syndrome;narrowmatch;buschke-ollendorff syndrome
disease;narrowmatch;brucellosis
disease;narrowmatch;cardiomyopathy-cataract-hip spine disease syndrome
disease;narrowmatch;bronchiolitis obliterans with obstructive pulmonary disease
disease;narrowmatch;cryptogenic organizing pneumonia
malformation syndrome;narrowmatch;autosomal dominant popliteal pterygium syndrome
disease;narrowmatch;brugada syndrome
clinical subtype;narrowmatch;6-pyruvoyl-tetrahydropterin synthase deficiency
malformation syndrome;narrowmatch;branchioskeletogenital syndrome
malformation syndrome;narrowmatch;branchio-oculo-facial syndrome
malformation syndrome;narrowmatch;lambert syndrome
malformation syndrome;narrowmatch;brachytelephalangy-dysmorphism-kallmann syndrome
malformation syndrome;narrowmatch;camptobrachydactyly
disease;narrowmatch;butyrylcholinesterase deficiency
morphological anomaly;narrowmatch;idiopathic camptocormia
malformation syndrome;narrowmatch;camptodactyly-fibrous tissue hyperplasia-skeletal dysplasia syndrome
disease;narrowmatch;atrial standstill
malformation syndrome;narrowmatch;heart-hand syndrome type 3
malformation syndrome;narrowmatch;cardiofaciocutaneous syndrome
disease;narrowmatch;beta-ketothiolase deficiency
malformation syndrome;narrowmatch;heart defect-tongue hamartoma-polysyndactyly syndrome
disease;narrowmatch;hyperkeratosis-hyperpigmentation syndrome
malformation syndrome;narrowmatch;pentalogy of cantrell
disease;narrowmatch;chronic mucocutaneous candidiasis
disease;narrowmatch;familial pancreatic carcinoma
disease;narrowmatch;medullary thyroid carcinoma
disease;narrowmatch;familial prostate cancer
morphological anomaly;narrowmatch;partial atrioventricular septal defect
disease;narrowmatch;chronic beryllium disease
morphological anomaly;narrowmatch;complete atrioventricular septal defect
malformation syndrome;narrowmatch;camurati-engelmann disease
malformation syndrome;narrowmatch;camptodactyly syndrome, guadalajara type 1
malformation syndrome;narrowmatch;camptodactyly syndrome, guadalajara type 2
malformation syndrome;narrowmatch;camptodactyly-taurinuria syndrome
malformation syndrome;narrowmatch;camptodactyly-joint contractures-facial skeletal defects syndrome
disease;narrowmatch;extrapelvic endometriosis
disease;narrowmatch;frank-ter haar syndrome
group of disorders;narrowmatch;brachyolmia
group of disorders;narrowmatch;rare developmental defect with connective tissue involvement
rare developmental defect during embryogenesis;narrowmatch;malformation syndrome with odontal and/or periodontal component
group of disorders;narrowmatch;malformation syndrome with odontal and/or periodontal component
group of disorders;narrowmatch;orofacial clefting syndrome
syndrome or malformation associated with head and neck malformations;narrowmatch;orofacial clefting syndrome
rare developmental defect during embryogenesis;narrowmatch;branchial arch or oral-acral syndrome
group of disorders;narrowmatch;branchial arch or oral-acral syndrome
rare developmental defect during embryogenesis;narrowmatch;progeroid syndrome
group of disorders;narrowmatch;progeroid syndrome
rare developmental defect during embryogenesis;narrowmatch;rare developmental defect with connective tissue involvement
rare genetic developmental defect during embryogenesis;narrowmatch;rare developmental defect with connective tissue involvement
malformation syndrome;narrowmatch;cerebrocostomandibular syndrome
rare developmental defect during embryogenesis;narrowmatch;rare developmental defect with skin/mucosae involvement
group of disorders;narrowmatch;rare developmental defect with skin/mucosae involvement
rare genetic developmental defect during embryogenesis;narrowmatch;rare developmental defect with skin/mucosae involvement
rare developmental defect during embryogenesis;narrowmatch;overgrowth/obesity syndrome
group of disorders;narrowmatch;overgrowth/obesity syndrome
rare developmental defect during embryogenesis;narrowmatch;malformation syndrome with short stature
group of disorders;narrowmatch;malformation syndrome with short stature
rare developmental defect during embryogenesis;narrowmatch;rare bone development disorder
group of disorders;narrowmatch;rare bone development disorder
rare odontologic disease;narrowmatch;malformation syndrome with odontal and/or periodontal component
craniosynostosis;narrowmatch;isolated craniosynostosis
disease;narrowmatch;lemierre syndrome
clinical subtype;narrowmatch;idiopathic acute transverse myelitis
malformation syndrome;narrowmatch;serkal syndrome
disease;narrowmatch;autosomal recessive bestrophinopathy
malformation syndrome;narrowmatch;microtia-eye coloboma-imperforation of the nasolacrimal duct syndrome
disease;narrowmatch;progressive cavitating leukoencephalopathy
disease;narrowmatch;leukoencephalopathy with bilateral anterior temporal lobe cysts
disease;narrowmatch;hypomyelination with atrophy of basal ganglia and cerebellum
disease;narrowmatch;multicentric reticulohistiocytosis
disease;narrowmatch;jeavons syndrome
disease;narrowmatch;perioral myoclonia with absences
disease;narrowmatch;acute transverse myelitis
group of disorders;narrowmatch;isolated craniosynostosis
disease;narrowmatch;congenital panfollicular nevus
disease;narrowmatch;carney triad
disease;narrowmatch;encephalopathy due to prosaposin deficiency
disease;narrowmatch;drug rash with eosinophilia and systemic symptoms
malformation syndrome;narrowmatch;cerebrofaciothoracic dysplasia
clinical subtype;narrowmatch;adrenomyeloneuropathy
clinical subtype;narrowmatch;x-linked cerebral adrenoleukodystrophy
group of disorders;narrowmatch;syndromic craniosynostosis
craniosynostosis;narrowmatch;syndromic craniosynostosis
rare developmental defect during embryogenesis;narrowmatch;developmental anomaly of metabolic origin
group of disorders;narrowmatch;developmental anomaly of metabolic origin
rare genetic developmental defect during embryogenesis;narrowmatch;developmental anomaly of metabolic origin
disease;narrowmatch;hypotonia with lactic acidemia and hyperammonemia
malformation syndrome;narrowmatch;charge syndrome
disease;narrowmatch;laryngotracheal angioma
malformation syndrome;narrowmatch;congenital laryngeal palsy
disease;narrowmatch;neonatal brainstem dysfunction
malformation syndrome;narrowmatch;primary laryngeal lymphangioma
clinical subtype;narrowmatch;choanal atresia, bilateral
clinical subtype;narrowmatch;choanal atresia, unilateral
morphological anomaly;narrowmatch;choanal atresia
malformation syndrome;narrowmatch;autism-facial port-wine stain syndrome
developmental defect of the eye;narrowmatch;syndromic optic nerve hypoplasia
malformation syndrome;narrowmatch;night blindness-skeletal anomalies-dysmorphism syndrome
rare genetic optic nerve disorder;narrowmatch;syndromic optic nerve hypoplasia
rare optic nerve disorder;narrowmatch;syndromic optic nerve hypoplasia
group of disorders;narrowmatch;syndromic optic nerve hypoplasia
genetic developmental defect of the eye;narrowmatch;syndromic optic nerve hypoplasia
morphological anomaly;narrowmatch;isolated optic nerve hypoplasia/aplasia
disease;narrowmatch;leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome
clinical subtype;narrowmatch;male infertility due to large-headed multiflagellar polyploid spermatozoa
malformation syndrome;narrowmatch;auriculocondylar syndrome
disease;narrowmatch;madras motor neuron disease
malformation syndrome;narrowmatch;cataract-nephropathy-encephalopathy syndrome
rare disease with pierre robin syndrome;narrowmatch;pierre robin syndrome associated with collagen disease
genetic syndromic pierre robin syndrome;narrowmatch;pierre robin syndrome associated with collagen disease
group of disorders;narrowmatch;pierre robin syndrome associated with collagen disease
disease;narrowmatch;child syndrome
malformation syndrome;narrowmatch;cortical blindness-intellectual disability-polydactyly syndrome
malformation syndrome;narrowmatch;catel-manzke syndrome
malformation syndrome;narrowmatch;cataract-intellectual disability-hypogonadism syndrome
malformation syndrome;narrowmatch;cataract-deafness-hypogonadism syndrome
malformation syndrome;narrowmatch;cataract-intellectual disability-anal atresia-urinary defects syndrome
group of disorders;narrowmatch;teratogenic pierre robin syndrome
rare disease with pierre robin syndrome;narrowmatch;teratogenic pierre robin syndrome
group of disorders;narrowmatch;pierre robin syndrome associated with bone disease
genetic syndromic pierre robin syndrome;narrowmatch;pierre robin syndrome associated with bone disease
rare disease with pierre robin syndrome;narrowmatch;pierre robin syndrome associated with bone disease
group of disorders;narrowmatch;pierre robin syndrome associated with branchial archs anomalies
genetic syndromic pierre robin syndrome;narrowmatch;pierre robin syndrome associated with branchial archs anomalies
rare disease with pierre robin syndrome;narrowmatch;pierre robin syndrome associated with branchial archs anomalies
group of disorders;narrowmatch;pierre robin syndrome associated with a chromosomal anomaly
genetic syndromic pierre robin syndrome;narrowmatch;pierre robin syndrome associated with a chromosomal anomaly
rare disease with pierre robin syndrome;narrowmatch;pierre robin syndrome associated with a chromosomal anomaly
group of disorders;narrowmatch;rare disease with pierre robin syndrome
syndrome or malformation associated with head and neck malformations;narrowmatch;rare disease with pierre robin syndrome
spondylodysplastic dysplasia;narrowmatch;brachyolmia
malformation syndrome;narrowmatch;brachymorphism-onychodysplasia-dysphalangism syndrome
malformation syndrome;narrowmatch;thumb stiffness-brachydactyly-intellectual disability syndrome
disease;narrowmatch;barth syndrome
malformation syndrome;narrowmatch;lung agenesis-heart defect-thumb anomalies syndrome
disease;narrowmatch;bartter syndrome
malformation syndrome;narrowmatch;fibular aplasia-ectrodactyly syndrome
disease;narrowmatch;aplasia cutis-myopia syndrome
disease;narrowmatch;aplasia cutis congenita-intestinal lymphangiectasia syndrome
malformation syndrome;narrowmatch;aplasia cutis congenita
malformation syndrome;narrowmatch;aphalangy-syndactyly-microcephaly syndrome
malformation syndrome;narrowmatch;aphalangy-hemivertebrae-urogenital-intestinal dysgenesis syndrome
malformation syndrome;narrowmatch;aortic arch anomaly-facial dysmorphism-intellectual disability syndrome
malformation syndrome;narrowmatch;microphthalmia with limb anomalies
malformation syndrome;narrowmatch;ulnar hypoplasia-split foot syndrome
malformation syndrome;narrowmatch;anophthalmia plus syndrome
malformation syndrome;narrowmatch;anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome
disease;narrowmatch;bardet-biedl syndrome
malformation syndrome;narrowmatch;pentasomy x
malformation syndrome;narrowmatch;anonychia-microcephaly syndrome
congenital limb malformation;narrowmatch;non-syndromic limb malformation
group of disorders;narrowmatch;non-syndromic limb malformation
genetic congenital limb malformation;narrowmatch;non-syndromic limb malformation
congenital limb malformation;narrowmatch;syndrome with limb malformations as a major feature
malformation syndrome;narrowmatch;radial deficiency-tibial hypoplasia syndrome
malformation syndrome;narrowmatch;caudal appendage-deafness syndrome
malformation syndrome;narrowmatch;kuskokwim syndrome
malformation syndrome;narrowmatch;isolated arrhinia
malformation syndrome;narrowmatch;distal arthrogryposis type 1
disease;narrowmatch;infantile-onset x-linked spinal muscular atrophy
malformation syndrome;narrowmatch;arthrogryposis-like hand anomaly-sensorineural deafness syndrome
disease;narrowmatch;neurogenic arthrogryposis multiplex congenita
malformation syndrome;narrowmatch;auriculoosteodysplasia
group of disorders;narrowmatch;abnormal origin of the pulmonary artery
conotruncal heart malformations;narrowmatch;abnormal origin of the pulmonary artery
morphological anomaly;narrowmatch;arnold-chiari malformation type ii
malformation syndrome;narrowmatch;arrhinia-choanal atresia-microphthalmia syndrome
malformation syndrome;narrowmatch;aredyld syndrome
disease;narrowmatch;ocular motor apraxia, cogan type
congenital anomaly of the great arteries;narrowmatch;aortic arch defects
group of disorders;narrowmatch;aortic arch defects
respiratory malformation;narrowmatch;aortic arch defects
syndromic respiratory or mediastinal malformation;narrowmatch;aortic arch defects
malformation syndrome;narrowmatch;x-linked mandibulofacial dysostosis
malformation syndrome;narrowmatch;arachnodactyly-intellectual disability-dysmorphism syndrome
disease;narrowmatch;bazex-dupré-christol syndrome
malformation syndrome;narrowmatch;arachnodactyly-abnormal ossification-intellectual disability syndrome
malformation syndrome;narrowmatch;aprosencephaly cerebellar dysgenesis
group of disorders;narrowmatch;syndrome with limb malformations as a major feature
genetic syndrome with limb malformations as a major feature;narrowmatch;arthrogryposis syndrome
group of disorders;narrowmatch;arthrogryposis syndrome
gastroduodenal malformation;narrowmatch;non-syndromic gastroduodenal malformation
rare disorder potentially indicated for bowel transplant;narrowmatch;non-syndromic visceral malformation
group of disorders;narrowmatch;non-syndromic visceral malformation
genetic visceral malformation of the liver, biliary tract, pancreas or spleen;narrowmatch;non-syndromic visceral malformation
intestinal malformation;narrowmatch;syndromic intestinal malformation
group of disorders;narrowmatch;syndromic intestinal malformation
intestinal malformation;narrowmatch;non-syndromic intestinal malformation
group of disorders;narrowmatch;non-syndromic intestinal malformation
gastroduodenal malformation;narrowmatch;syndromic gastroduodenal malformation
group of disorders;narrowmatch;syndromic gastroduodenal malformation
group of disorders;narrowmatch;non-syndromic gastroduodenal malformation
syndrome with limb malformations as a major feature;narrowmatch;arthrogryposis syndrome
esophageal malformation;narrowmatch;syndromic esophageal malformation
group of disorders;narrowmatch;syndromic esophageal malformation
esophageal malformation;narrowmatch;non-syndromic esophageal malformation
group of disorders;narrowmatch;non-syndromic esophageal malformation
disease;narrowmatch;isolated lissencephaly type 1 without known genetic defects
morphological anomaly;narrowmatch;microlissencephaly
rare congenital non-syndromic heart malformation;narrowmatch;coronary artery congenital malformation
group of disorders;narrowmatch;coronary artery congenital malformation
disease;narrowmatch;babesiosis
visceral malformation of the liver, biliary tract, pancreas or spleen;narrowmatch;non-syndromic visceral malformation
genetic visceral malformation of the liver, biliary tract, pancreas or spleen;narrowmatch;syndromic visceral malformation
group of disorders;narrowmatch;syndromic visceral malformation
visceral malformation of the liver, biliary tract, pancreas or spleen;narrowmatch;syndromic visceral malformation
malformation syndrome;narrowmatch;bannayan-riley-ruvalcaba syndrome
group of disorders;narrowmatch;rare disorder due to toxic effects
rare hematologic disease;narrowmatch;rare anemia
group of disorders;narrowmatch;rare anemia
respiratory or mediastinal malformation;narrowmatch;syndromic respiratory or mediastinal malformation
rare surgical thoracic disease;narrowmatch;syndromic respiratory or mediastinal malformation
group of disorders;narrowmatch;syndromic respiratory or mediastinal malformation
respiratory or mediastinal malformation;narrowmatch;non-syndromic respiratory or mediastinal malformation
rare surgical thoracic disease;narrowmatch;non-syndromic respiratory or mediastinal malformation
group of disorders;narrowmatch;non-syndromic respiratory or mediastinal malformation
genetic respiratory or mediastinal malformation;narrowmatch;non-syndromic respiratory or mediastinal malformation
central nervous system malformation;narrowmatch;syndrome with a central nervous system malformation as a major feature
group of disorders;narrowmatch;syndrome with a central nervous system malformation as a major feature
central nervous system malformation;narrowmatch;non-syndromic central nervous system malformation
group of disorders;narrowmatch;non-syndromic central nervous system malformation
diaphragmatic or abdominal wall malformation;narrowmatch;syndromic diaphragmatic or abdominal wall malformation
group of disorders;narrowmatch;syndromic diaphragmatic or abdominal wall malformation
diaphragmatic or abdominal wall malformation;narrowmatch;non-syndromic diaphragmatic or abdominal wall malformation
group of disorders;narrowmatch;non-syndromic diaphragmatic or abdominal wall malformation
malformation syndrome;narrowmatch;sheldon-hall syndrome
malformation syndrome;narrowmatch;congenital contractural arachnodactyly
disease;narrowmatch;pseudopelade of brocq
malformation syndrome;narrowmatch;bamforth-lazarus syndrome
disease;narrowmatch;blackfan-diamond anemia
malformation syndrome;narrowmatch;beemer-ertbruggen syndrome
malformation syndrome;narrowmatch;severe microbrachycephaly-intellectual disability-athetoid cerebral palsy syndrome
malformation syndrome;narrowmatch;bartsocas-papas syndrome
malformation syndrome;narrowmatch;barber-say syndrome
disease;narrowmatch;björnstad syndrome
malformation syndrome;narrowmatch;congenital intrauterine infection-like syndrome
malformation syndrome;narrowmatch;banki syndrome
malformation syndrome;narrowmatch;bangstad syndrome
malformation syndrome;narrowmatch;baller-gerold syndrome
malformation syndrome;narrowmatch;bencze syndrome
disease;narrowmatch;balantidiasis
disease;narrowmatch;cheilitis glandularis
malformation syndrome;narrowmatch;birt-hogg-dubé syndrome
disease;narrowmatch;spinal atrophy-ophthalmoplegia-pyramidal syndrome
disease;narrowmatch;autosomal dominant congenital benign spinal muscular atrophy
disease;narrowmatch;autosomal dominant optic atrophy plus syndrome
disease;narrowmatch;progressive hemifacial atrophy
morphological anomaly;narrowmatch;tricuspid atresia
morphological anomaly;narrowmatch;pulmonary atresia-intact ventricular septum syndrome
disease;narrowmatch;metaphyseal acroscyphodysplasia
disease;narrowmatch;best vitelliform macular dystrophy
malformation syndrome;narrowmatch;arthrogryposis multiplex congenita-whistling face syndrome
malformation syndrome;narrowmatch;tricho-retino-dento-digital syndrome
disease;narrowmatch;diphyllobothriasis
malformation syndrome;narrowmatch;brachydactyly-preaxial hallux varus syndrome
malformation syndrome;narrowmatch;brachydactyly-mesomelia-intellectual disability-heart defects syndrome
malformation syndrome;narrowmatch;brachydactyly-arterial hypertension syndrome
malformation syndrome;narrowmatch;brachydactyly-elbow wrist dysplasia syndrome
malformation syndrome;narrowmatch;aymé-gripp syndrome
malformation syndrome;narrowmatch;bowen-conradi syndrome
malformation syndrome;narrowmatch;borjeson-forssman-lehmann syndrome
disease;narrowmatch;botulism
disease;narrowmatch;boomerang dysplasia
malformation syndrome;narrowmatch;brachydactyly-nystagmus-cerebellar ataxia syndrome
malformation syndrome;narrowmatch;böök syndrome
malformation syndrome;narrowmatch;bonnemann-meinecke-reich syndrome
malformation syndrome;narrowmatch;blepharophimosis-ptosis-epicanthus inversus syndrome
disease;narrowmatch;blepharoptosis-myopia-ectopia lentis syndrome
malformation syndrome;narrowmatch;ascher syndrome
malformation syndrome;narrowmatch;blepharonasofacial malformation syndrome
disease;narrowmatch;bloom syndrome
malformation syndrome;narrowmatch;maxillonasal dysplasia
disease;narrowmatch;schistosomiasis
morphological anomaly;narrowmatch;pulmonary atresia with ventricular septal defect
morphological anomaly;narrowmatch;mitral atresia
morphological anomaly;narrowmatch;duodenal atresia
disease;narrowmatch;cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome
group of disorders;narrowmatch;syndromic anorectal malformation
rare gastroenterologic disease;narrowmatch;rare intestinal disease
group of disorders;narrowmatch;rare intestinal disease
disease;narrowmatch;x-linked progressive cerebellar ataxia
malformation syndrome;narrowmatch;cerebellar ataxia-ectodermal dysplasia syndrome
disease;narrowmatch;cerebellar ataxia-hypogonadism syndrome
early-onset ataxia with dementia;narrowmatch;autosomal recessive cerebellar ataxia
group of disorders;narrowmatch;autosomal recessive cerebellar ataxia
rare hereditary ataxia;narrowmatch;autosomal recessive cerebellar ataxia
disease;narrowmatch;autosomal recessive cerebelloparenchymal disorder type 3
malformation syndrome;narrowmatch;larynx atresia
disease;narrowmatch;behçet disease
disease;narrowmatch;ataxia-oculomotor apraxia type 1
morphological anomaly;narrowmatch;congenital unilateral hypoplasia of depressor anguli oris
disease;narrowmatch;allergic bronchopulmonary aspergillosis
disease;narrowmatch;aspergillosis
disease;narrowmatch;chylous ascites
malformation syndrome;narrowmatch;beckwith-wiedemann syndrome
disease;narrowmatch;progressive pseudorheumatoid arthropathy of childhood
malformation syndrome;narrowmatch;arthrogryposis-oculomotor limitation-electroretinal anomalies syndrome
anorectal malformation;narrowmatch;syndromic anorectal malformation
disease;narrowmatch;early-onset cerebellar ataxia with retained tendon reflexes
disease;narrowmatch;ataxia-tapetoretinal degeneration syndrome
disease;narrowmatch;benign paroxysmal tonic upgaze of childhood with ataxia
morphological anomaly;narrowmatch;atresia of small intestine
malformation syndrome;narrowmatch;burn-mckeown syndrome
morphological anomaly;narrowmatch;esophageal atresia
morphological anomaly;narrowmatch;colonic atresia
disease;narrowmatch;congenital atransferrinemia
disease;narrowmatch;tmem70-related mitochondrial encephalo-cardio-myopathy
malformation syndrome;narrowmatch;atkin-flaitz syndrome
malformation syndrome;narrowmatch;atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome
malformation syndrome;narrowmatch;atelosteogenesis type i
disease;narrowmatch;beta-sarcoglycan-related  limb-girdle muscular dystrophy r4
malformation syndrome;narrowmatch;ataxia-deafness-intellectual disability syndrome
disease;narrowmatch;lethal ataxia with deafness and optic atrophy
disease;narrowmatch;infantile-onset spinocerebellar ataxia
disease;narrowmatch;spinocerebellar ataxia-dysmorphism syndrome
malformation syndrome;narrowmatch;ataxia-photosensitivity-short stature syndrome
disease;narrowmatch;opsoclonus-myoclonus syndrome
disease;narrowmatch;spastic ataxia with congenital miosis
disease;narrowmatch;ataxia-hypogonadism-choroidal dystrophy syndrome
disease;narrowmatch;beta-mannosidosis
group of disorders;narrowmatch;hypereosinophilic syndrome
myeloproliferative neoplasm;narrowmatch;hypereosinophilic syndrome
disease;narrowmatch;refractory anemia with excess blasts in transformation
disease;narrowmatch;spinocerebellar ataxia type 29
hereditary periodic fever syndrome;narrowmatch;cryopyrin-associated periodic syndrome
autoinflammatory syndrome with skin involvement;narrowmatch;cryopyrin-associated periodic syndrome
autoinflammatory syndrome with immune deficiency;narrowmatch;cryopyrin-associated periodic syndrome
disease;narrowmatch;optic pathway glioma
group of disorders;narrowmatch;genetic hyperparathyroidism
rare genetic parathyroid disease and phosphocalcic metabolism disorder;narrowmatch;genetic hyperparathyroidism
group of disorders;narrowmatch;genetic hypoparathyroidism
rare genetic parathyroid disease and phosphocalcic metabolism disorder;narrowmatch;genetic hypoparathyroidism
disease;narrowmatch;herpetiform pemphigus
autosomal dominant cerebellar ataxia;narrowmatch;autosomal dominant cerebellar ataxia type ii
disease;narrowmatch;fanconi-bickel syndrome
group of disorders;narrowmatch;autosomal dominant cerebellar ataxia type ii
disease;narrowmatch;glaucoma-sleep apnea syndrome
clinical subtype;narrowmatch;bilateral generalized polymicrogyria
clinical subtype;narrowmatch;bilateral frontal polymicrogyria
clinical subtype;narrowmatch;bilateral parasagittal parieto-occipital polymicrogyria
malformation syndrome;narrowmatch;glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome
malformation syndrome;narrowmatch;prominent glabella-microcephaly-hypogenitalism syndrome
malformation syndrome;narrowmatch;geroderma osteodysplastica
